Orig,ndcg,Bow,ndcg,Vector,ndcg
praising,0.500226066,praising,0.470567811,praising,0.500896417
skimpy,0.559164555,skimpy,0.513571305,skimpy,0.559536928
admiring,0.512766963,admiring,0.488203475,admiring,0.512495557
oddity,0.525642226,oddity,0.488602941,oddity,0.526776135
aggressively,0.527026799,aggressively,0.487194996,aggressively,0.526323614
recite,0.508869716,recite,0.461031546,recite,0.507966138
enable,0.510907325,enable,0.492488289,enable,0.51183068
stylistically,0.617389127,stylistically,0.501431588,stylistically,0.619612001
plotlines,0.593799472,plotlines,0.484231539,plotlines,0.594172663
wills,0.507661645,wills,0.456224988,wills,0.509723016
weep,0.534312277,weep,0.490606865,weep,0.53367397
figuratively,0.55782607,figuratively,0.484588623,figuratively,0.558756711
undermines,0.508228205,undermines,0.491099831,undermines,0.508109245
ranch,0.694433419,ranch,0.584455037,ranch,0.696253423
flirts,0.512497954,flirts,0.507694345,flirts,0.512882907
earthy,0.544374034,earthy,0.500778184,earthy,0.544527176
dreamlike,0.660839178,dreamlike,0.551712558,dreamlike,0.660306895
passengers,0.752471292,passengers,0.442908276,passengers,0.747137066
workout,0.879786179,workout,0.600790864,workout,0.882640867
foibles,0.58940861,foibles,0.51352227,foibles,0.590642491
entertainer,0.578030152,entertainer,0.466326752,entertainer,0.576734255
brits,0.653953537,brits,0.516342986,brits,0.653076151
reynolds,0.703599831,reynolds,0.417144692,reynolds,0.706770177
impoverished,0.635474827,impoverished,0.518348747,impoverished,0.635823682
spiritually,0.647223981,spiritually,0.531483018,spiritually,0.648999978
subpar,0.506331377,subpar,0.493603213,subpar,0.508479848
drawer,0.474439612,drawer,0.476824284,drawer,0.475161048
littered,0.494892363,littered,0.472514949,littered,0.494875636
toting,0.568929415,toting,0.493836143,toting,0.566735266
lucrative,0.530606281,lucrative,0.465924634,lucrative,0.532924331
occupy,0.418361018,occupy,0.392219247,occupy,0.423721902
beasts,0.565577,beasts,0.508492956,beasts,0.566926763
unfulfilled,0.566075678,unfulfilled,0.501622162,unfulfilled,0.566041635
treacherous,0.583070132,treacherous,0.522213956,treacherous,0.584889968
fractured,0.555390833,fractured,0.486736002,fractured,0.553766972
sentenced,0.699238067,sentenced,0.516332395,sentenced,0.697635136
piles,0.501193938,piles,0.465640586,piles,0.497723748
panning,0.556459269,panning,0.479340204,panning,0.559414152
malcolm,0.606174951,malcolm,0.401192814,malcolm,0.608899968
alliance,0.512118627,alliance,0.473978085,alliance,0.512792413
pigs,0.475982179,pigs,0.408245645,pigs,0.476506031
innocents,0.509849376,innocents,0.426055319,innocents,0.512601022
bombing,0.695017341,bombing,0.563903787,bombing,0.698200258
generating,0.507239847,generating,0.474516192,generating,0.507322925
preacher,0.667696931,preacher,0.463552673,preacher,0.66802688
congratulations,0.503977445,congratulations,0.460103369,congratulations,0.505177777
favourites,0.52701375,favourites,0.489513592,favourites,0.525412585
benign,0.521231883,benign,0.49859302,benign,0.521533982
sparked,0.507012682,sparked,0.480616598,sparked,0.50719544
democracy,0.681082443,democracy,0.53114925,democracy,0.6808426
spirituality,0.67518968,spirituality,0.544594012,spirituality,0.678304734
cohorts,0.527900049,cohorts,0.479984084,cohorts,0.528808703
stalwart,0.577328638,stalwart,0.509512673,stalwart,0.56664995
reporters,0.702856286,reporters,0.46709758,reporters,0.709668215
jumpy,0.55665903,jumpy,0.497872391,jumpy,0.557312449
presume,0.524608144,presume,0.450485516,presume,0.52719609
requiring,0.473872754,requiring,0.456400616,requiring,0.473775416
participated,0.541519084,participated,0.499406968,participated,0.541935119
stabs,0.557812658,stabs,0.496578619,stabs,0.557359036
dangling,0.571554076,dangling,0.482109133,dangling,0.555255598
seventeen,0.497331426,seventeen,0.438751588,seventeen,0.494894433
stupidly,0.510823002,stupidly,0.484496383,stupidly,0.511612609
crafty,0.570662453,crafty,0.461133079,crafty,0.564457991
onslaught,0.538623677,onslaught,0.503401933,onslaught,0.537997202
logically,0.530758476,logically,0.495785195,logically,0.530706496
roaming,0.542151511,roaming,0.505703659,roaming,0.542452959
monday,0.480580491,monday,0.409644372,monday,0.478690076
edgar,0.655575663,edgar,0.449578209,edgar,0.656030256
emperor,0.621938921,emperor,0.457286595,emperor,0.626292679
dallas,0.470313092,dallas,0.376685228,dallas,0.470397378
playwright,0.596519071,playwright,0.47198497,playwright,0.597047166
faceless,0.462557406,faceless,0.424616146,faceless,0.462001748
jurassic,0.760973842,jurassic,0.449774778,jurassic,0.764483011
heinous,0.594631478,heinous,0.526224206,heinous,0.593533984
submit,0.507992793,submit,0.480560796,submit,0.5082671
tainted,0.480927341,tainted,0.458614066,tainted,0.481864662
vacuum,0.436866211,vacuum,0.420413843,vacuum,0.440019603
infuriating,0.539046041,infuriating,0.487945547,infuriating,0.540475859
spoofs,0.842534991,spoofs,0.590528981,spoofs,0.842057751
inexpensive,0.519439543,inexpensive,0.46944876,inexpensive,0.520769668
grumpy,0.672800887,grumpy,0.457405551,grumpy,0.673905839
matured,0.513019146,matured,0.457519718,matured,0.516306062
timothy,0.484359664,timothy,0.405699465,timothy,0.481703186
proposed,0.527508396,proposed,0.478773175,proposed,0.527906006
rally,0.502335396,rally,0.449794919,rally,0.500593056
abc,0.522224635,abc,0.424000214,abc,0.522727294
brute,0.459274506,brute,0.417216951,brute,0.460253547
dramatized,0.556748341,dramatized,0.539544855,dramatized,0.554057075
homeland,0.600336584,homeland,0.50066842,homeland,0.583626102
wistful,0.579855109,wistful,0.50067399,wistful,0.586654187
backstage,0.647172351,backstage,0.578510619,backstage,0.648316911
speeds,0.565326203,speeds,0.478003716,speeds,0.56541316
channeling,0.552598064,channeling,0.464623486,channeling,0.532480209
crafts,0.532950999,crafts,0.484147311,crafts,0.534245456
glances,0.534862616,glances,0.486667963,glances,0.534286054
pertinent,0.521838952,pertinent,0.482672754,pertinent,0.521335561
plods,0.535639513,plods,0.501380371,plods,0.535493907
concise,0.539400837,concise,0.498160371,concise,0.554110708
housing,0.57339855,housing,0.485238482,housing,0.573409621
concoction,0.526948108,concoction,0.497733746,concoction,0.528557217
satellite,0.498187816,satellite,0.49342694,satellite,0.504614458
fisher,0.434100694,fisher,0.396415803,fisher,0.437453161
uniqueness,0.500822209,uniqueness,0.457266997,uniqueness,0.501369688
installments,0.743275188,installments,0.519469559,installments,0.742104432
delicately,0.556241731,delicately,0.505187935,delicately,0.560210314
brimming,0.524105999,brimming,0.477331587,brimming,0.526203847
marc,0.48425682,marc,0.396590168,marc,0.482914891
rug,0.486895022,rug,0.462238377,rug,0.487092412
atrocity,0.577558779,atrocity,0.504938667,atrocity,0.579560262
guiding,0.499501394,guiding,0.47301999,guiding,0.499074785
republican,0.794003594,republican,0.519229496,republican,0.793974658
cram,0.506855998,cram,0.468788473,cram,0.514409281
drill,0.496380821,drill,0.43031628,drill,0.492130981
template,0.515131765,template,0.475510508,template,0.515649872
penetrating,0.557437806,penetrating,0.50623797,penetrating,0.552037746
amok,0.552586809,amok,0.501721861,amok,0.553501671
stevens,0.485826493,stevens,0.421916062,stevens,0.487153263
laptop,0.535532601,laptop,0.477365795,laptop,0.53561814
swan,0.580932274,swan,0.368213948,swan,0.582024358
stalker,0.599385858,stalker,0.468925883,stalker,0.604360044
backseat,0.524598209,backseat,0.49335622,backseat,0.525299069
catharsis,0.595658527,catharsis,0.510664458,catharsis,0.595439198
oeuvre,0.527617055,oeuvre,0.469003332,oeuvre,0.528540478
ghostly,0.722566572,ghostly,0.56990974,ghostly,0.724024928
garish,0.527956111,garish,0.47181428,garish,0.529903975
completion,0.51678948,completion,0.480833507,completion,0.517433612
corporations,0.779383478,corporations,0.498795418,corporations,0.776861401
societies,0.57399356,societies,0.501504377,societies,0.575661015
employing,0.4940854,employing,0.473454107,employing,0.492901935
outdoors,0.515470143,outdoors,0.432415162,outdoors,0.5052115
humiliated,0.532561851,humiliated,0.459134523,humiliated,0.524672193
clockwork,0.589808512,clockwork,0.392065358,clockwork,0.592321865
quo,0.505764767,quo,0.463371307,quo,0.506366126
custom,0.481220583,custom,0.442022803,custom,0.481017667
colin,0.513606909,colin,0.398949378,colin,0.50844672
filter,0.481695146,filter,0.45073659,filter,0.4814274
broadly,0.524296786,broadly,0.483675228,broadly,0.523374367
chews,0.53699103,chews,0.483182813,chews,0.5364344
robs,0.492491152,robs,0.446046711,robs,0.492924619
terminally,0.557973719,terminally,0.47941252,terminally,0.55867431
mommy,0.561445422,mommy,0.415708589,mommy,0.56222585
slowed,0.518663911,slowed,0.478568375,slowed,0.519508027
choir,0.538040603,choir,0.430433498,choir,0.545003979
padded,0.514194222,padded,0.479617185,padded,0.51651233
seduces,0.639868593,seduces,0.51801398,seduces,0.638917034
protests,0.558985897,protests,0.468523211,protests,0.559319355
yorks,0.578069815,yorks,0.456747201,yorks,0.574467503
scotland,0.650787867,scotland,0.462803345,scotland,0.628504785
mischief,0.498115211,mischief,0.450877942,mischief,0.499391847
stirred,0.546701536,stirred,0.470958931,stirred,0.548408087
solemn,0.532391695,solemn,0.526631951,solemn,0.53269008
madcap,0.634936822,madcap,0.537572248,madcap,0.633008398
embarks,0.543103837,embarks,0.482508522,embarks,0.543490011
franchises,0.680398935,franchises,0.531211429,franchises,0.683153749
rumored,0.478767774,rumored,0.456666516,rumored,0.479065169
tantalizing,0.539814683,tantalizing,0.488708303,tantalizing,0.560689127
plea,0.515638459,plea,0.453791792,plea,0.517238311
bothering,0.470240633,bothering,0.451026578,bothering,0.469828503
disgruntled,0.514997906,disgruntled,0.483780754,disgruntled,0.514547793
smashed,0.432845676,smashed,0.396434463,smashed,0.433467896
chin,0.448257692,chin,0.412990685,chin,0.44889061
closeups,0.516081021,closeups,0.464351192,closeups,0.516548683
aerial,0.774030067,aerial,0.497948846,aerial,0.775865684
detriment,0.504850761,detriment,0.489574973,detriment,0.505852372
reinforce,0.492586289,reinforce,0.470825806,reinforce,0.494083776
armageddon,0.665885235,armageddon,0.488104487,armageddon,0.665693226
widespread,0.530322466,widespread,0.494632255,widespread,0.530437312
scholar,0.582450673,scholar,0.490809033,scholar,0.582030201
tackling,0.453959082,tackling,0.424117006,tackling,0.453776232
strapped,0.469707497,strapped,0.431619448,strapped,0.468959489
anchored,0.544239078,anchored,0.499295662,anchored,0.54386731
angered,0.507176446,angered,0.462249207,angered,0.507385557
headquarters,0.593374675,headquarters,0.510822265,headquarters,0.593450196
tier,0.508402012,tier,0.493804937,tier,0.508323993
blasting,0.529367651,blasting,0.506815926,blasting,0.531042046
silently,0.515606216,silently,0.46348303,silently,0.51733926
revisiting,0.466768151,revisiting,0.434148112,revisiting,0.466133191
sabotage,0.566289546,sabotage,0.443838302,sabotage,0.569121275
sgt,0.72835326,sgt,0.561448834,sgt,0.738767677
evaluate,0.547747617,evaluate,0.490976423,evaluate,0.548406377
sparkles,0.588069692,sparkles,0.508022367,sparkles,0.589680806
denies,0.514615607,denies,0.475091901,denies,0.516046994
tub,0.572657957,tub,0.414218711,tub,0.570724801
dorothy,0.494040403,dorothy,0.43021049,dorothy,0.499206877
descend,0.522452597,descend,0.475354982,descend,0.519707919
morose,0.553187208,morose,0.494474324,morose,0.554320144
gadgets,0.760309252,gadgets,0.547480406,gadgets,0.763258204
sandra,0.472235855,sandra,0.402342211,sandra,0.472969827
companionship,0.591507077,companionship,0.481495136,companionship,0.592449469
acquainted,0.465780637,acquainted,0.440536146,acquainted,0.46661379
forwarding,0.50280949,forwarding,0.458393574,forwarding,0.503021679
chaplin,0.651995325,chaplin,0.359936464,chaplin,0.640060427
overpowering,0.488751579,overpowering,0.466302075,overpowering,0.488215521
therapist,0.643500755,therapist,0.475265444,therapist,0.650917506
bloodthirsty,0.518464439,bloodthirsty,0.474162501,bloodthirsty,0.519730466
attribute,0.48594805,attribute,0.456108884,attribute,0.485875573
illustration,0.49832249,illustration,0.47302423,illustration,0.499451707
fabulously,0.5081947,fabulously,0.467850752,fabulously,0.507567178
robbers,0.743896394,robbers,0.534765157,robbers,0.748217668
wes,0.606011116,wes,0.427856821,wes,0.62126275
votes,0.579029863,votes,0.430368344,votes,0.580405147
prestige,0.479038148,prestige,0.420663813,prestige,0.479166622
spitting,0.46777139,spitting,0.446495696,spitting,0.468925198
poker,0.703632396,poker,0.337470181,poker,0.708882434
musically,0.608552596,musically,0.563468544,musically,0.608727711
toughest,0.514396893,toughest,0.480203301,toughest,0.516101511
filmakers,0.48466373,filmakers,0.448378351,filmakers,0.484889978
bee,0.485249019,bee,0.355383404,bee,0.481476675
supporters,0.586919901,supporters,0.495292146,supporters,0.582808902
proposes,0.571599515,proposes,0.490205837,proposes,0.573698479
emmy,0.618973285,emmy,0.473458749,emmy,0.615758874
siege,0.580056284,siege,0.481598129,siege,0.573784211
bets,0.548836115,bets,0.470525488,bets,0.546855983
swiss,0.558173422,swiss,0.425550601,swiss,0.559930581
insecurity,0.61337327,insecurity,0.528138665,insecurity,0.602594614
throne,0.726678743,throne,0.570433273,throne,0.712891967
recounts,0.561939626,recounts,0.527682565,recounts,0.563062269
wallop,0.542492223,wallop,0.484753494,wallop,0.547654014
malicious,0.543578836,malicious,0.476473611,malicious,0.543499144
formulas,0.522843066,formulas,0.482944265,formulas,0.522507819
teaser,0.514471888,teaser,0.48088574,teaser,0.510536985
afterall,0.464836279,afterall,0.445007259,afterall,0.465091234
tissue,0.59847808,tissue,0.472540598,tissue,0.598281945
faustus,0.680912298,faustus,0.463786166,faustus,0.690919037
interfere,0.489217801,interfere,0.468537981,interfere,0.490277229
gloom,0.556060494,gloom,0.481283276,gloom,0.567893598
consumers,0.493637244,consumers,0.392506819,consumers,0.492368553
scoop,0.504208771,scoop,0.420009113,scoop,0.501955044
illicit,0.560508006,illicit,0.483526997,illicit,0.558292005
barn,0.52546698,barn,0.442372641,barn,0.523056423
devilish,0.584680897,devilish,0.496247184,devilish,0.585099085
identifying,0.489612232,identifying,0.482605289,identifying,0.489219907
illusions,0.465324448,illusions,0.405180031,illusions,0.464222789
duped,0.533825348,duped,0.458127964,duped,0.540139956
pitt,0.507927108,pitt,0.37606805,pitt,0.516546711
smiths,0.641127923,smiths,0.40666483,smiths,0.642358388
screamed,0.537863289,screamed,0.499869735,screamed,0.53834135
flaming,0.453020257,flaming,0.388544253,flaming,0.455396829
cancelled,0.674234812,cancelled,0.445056152,cancelled,0.679918945
port,0.537892362,port,0.446229436,port,0.540857316
missteps,0.51719159,missteps,0.491580605,missteps,0.517784824
tomatoes,0.400528084,tomatoes,0.369052814,tomatoes,0.401795193
fraught,0.552898867,fraught,0.479778376,fraught,0.55384684
sterile,0.527389881,sterile,0.463824666,sterile,0.533257296
paraphrase,0.482616686,paraphrase,0.460255942,paraphrase,0.483530734
impressionable,0.488292547,impressionable,0.444454237,impressionable,0.490003202
boil,0.451374349,boil,0.427945873,boil,0.45236293
prodigy,0.566559079,prodigy,0.42251163,prodigy,0.574434537
backdrops,0.532884913,backdrops,0.503937715,backdrops,0.53367511
manifest,0.528133996,manifest,0.486666308,manifest,0.52842885
blackmail,0.584140112,blackmail,0.491186699,blackmail,0.586911115
designers,0.513901007,designers,0.372596833,designers,0.520076252
spawn,0.453428821,spawn,0.642024776,spawn,0.454090686
fore,0.482898523,fore,0.454225163,fore,0.481699537
bundle,0.483300825,bundle,0.454133744,bundle,0.483518183
pawn,0.444790292,pawn,0.398128569,pawn,0.448651653
condemn,0.560093873,condemn,0.494496229,condemn,0.559728299
coward,0.434553427,coward,0.428881539,coward,0.434904688
fatally,0.488509219,fatally,0.472952609,fatally,0.488852481
depravity,0.64438939,depravity,0.502562692,depravity,0.644694727
hearty,0.561049142,hearty,0.49204643,hearty,0.562810672
adultery,0.595942032,adultery,0.439090558,adultery,0.591165385
treasured,0.521535926,treasured,0.484586003,treasured,0.522387909
jacks,0.536061484,jacks,0.455456365,jacks,0.53478717
schmaltzy,0.6359747,schmaltzy,0.51145146,schmaltzy,0.643032497
eighty,0.555639087,eighty,0.477748582,eighty,0.555132346
delay,0.491929193,delay,0.42685048,delay,0.492267098
alcoholism,0.797622273,alcoholism,0.452534021,alcoholism,0.797846272
lowered,0.520344232,lowered,0.488730265,lowered,0.52026542
fashionable,0.512563248,fashionable,0.462447535,fashionable,0.512373291
injected,0.487297464,injected,0.448079055,injected,0.487829783
earl,0.471666031,earl,0.394563755,earl,0.468110448
smacks,0.490523232,smacks,0.46066779,smacks,0.49066858
spellbound,0.619163238,spellbound,0.434639482,spellbound,0.564766975
ambivalent,0.504849927,ambivalent,0.480164445,ambivalent,0.504541801
diva,0.59676011,diva,0.453698445,diva,0.593247687
inimitable,0.55111178,inimitable,0.509471283,inimitable,0.551642927
mobster,0.756007007,mobster,0.560829548,mobster,0.754684139
disrespect,0.490662144,disrespect,0.456215661,disrespect,0.492010234
frontier,0.698408682,frontier,0.630270232,frontier,0.698090624
overplayed,0.483924486,overplayed,0.46505004,overplayed,0.484023232
dependable,0.490560274,dependable,0.463558448,dependable,0.492504026
specials,0.475925581,specials,0.410472301,specials,0.466608339
hopping,0.493421449,hopping,0.456816671,hopping,0.492889034
activist,0.679996056,activist,0.510787595,activist,0.678875292
avenge,0.619453865,avenge,0.549610024,avenge,0.617592051
facet,0.499222891,facet,0.465448116,facet,0.499153272
reduces,0.516910331,reduces,0.484225502,reduces,0.515630075
snowy,0.566142968,snowy,0.431411429,snowy,0.569222117
inhuman,0.552112427,inhuman,0.48649731,inhuman,0.552912826
resurrection,0.44579998,resurrection,0.382630229,resurrection,0.438967362
nobodys,0.430751566,nobodys,0.409492257,nobodys,0.431691532
excel,0.470971138,excel,0.425422284,excel,0.471406915
cheeky,0.514777908,cheeky,0.449732851,cheeky,0.515172961
chess,0.361337296,chess,0.318725008,chess,0.362273444
rundown,0.450030178,rundown,0.40624478,rundown,0.449613266
majesty,0.597323517,majesty,0.510681093,majesty,0.600118655
accuse,0.488003006,accuse,0.453829356,accuse,0.48829453
engineering,0.528236975,engineering,0.482021614,engineering,0.529062912
touchy,0.519681689,touchy,0.477966033,touchy,0.518207383
codes,0.548111458,codes,0.481393025,codes,0.549976322
battered,0.529506727,battered,0.48271932,battered,0.531515562
miniature,0.554770229,miniature,0.496811903,miniature,0.55693607
meek,0.478406045,meek,0.427258415,meek,0.478558385
psychedelic,0.694803346,psychedelic,0.510984529,psychedelic,0.690479241
screenings,0.506199814,screenings,0.476353275,screenings,0.505990949
legion,0.510092183,legion,0.346193136,legion,0.511270577
beleive,0.486976295,beleive,0.454825153,beleive,0.487042594
originated,0.500882453,originated,0.469237236,originated,0.502926269
admirers,0.496290697,admirers,0.462701172,admirers,0.498558634
claire,0.558776509,claire,0.445813586,claire,0.55731775
dang,0.447198831,dang,0.419249667,dang,0.447675161
decadent,0.639445989,decadent,0.516936323,decadent,0.64260107
org,0.59169547,org,0.483045828,org,0.593369701
wimpy,0.355100112,wimpy,0.337439779,wimpy,0.355405089
abrasive,0.543276333,abrasive,0.484410649,abrasive,0.545436726
cheats,0.509030184,cheats,0.438651861,cheats,0.509035333
cattle,0.678303812,cattle,0.562776499,cattle,0.680302062
mummy,0.758908649,mummy,0.390735093,mummy,0.762378459
drawings,0.66815841,drawings,0.529223205,drawings,0.671861137
psychologist,0.646679515,psychologist,0.514182279,psychologist,0.647594621
mason,0.4473322,mason,0.384576925,mason,0.45017788
cheesey,0.543162738,cheesey,0.502234348,cheesey,0.546040816
asap,0.481631741,asap,0.45365236,asap,0.482183294
intrigues,0.531226909,intrigues,0.491162872,intrigues,0.530717033
renaissance,0.459245427,renaissance,0.40630429,renaissance,0.460873257
fists,0.517842436,fists,0.443953775,fists,0.517432355
grimy,0.636684316,grimy,0.491346576,grimy,0.637248271
adores,0.543483069,adores,0.501798025,adores,0.543730428
getaway,0.567112583,getaway,0.44811584,getaway,0.57148055
goons,0.585949604,goons,0.522177136,goons,0.585681272
networks,0.671433521,networks,0.494516376,networks,0.672278703
successor,0.541664079,successor,0.490891407,successor,0.546349404
mishmash,0.575128343,mishmash,0.46987395,mishmash,0.57628217
puppets,0.52397076,puppets,0.413359191,puppets,0.528167559
momentarily,0.451290717,momentarily,0.432057726,momentarily,0.452123159
excerpts,0.585585755,excerpts,0.520230224,excerpts,0.586998065
bounty,0.656894614,bounty,0.463404117,bounty,0.654532986
actioner,0.649215371,actioner,0.581951665,actioner,0.64916717
superficially,0.518608502,superficially,0.481867021,superficially,0.519507532
mugging,0.582429361,mugging,0.513775021,mugging,0.575545101
snob,0.520382279,snob,0.461319378,snob,0.519974831
toast,0.539045291,toast,0.473086122,toast,0.54313879
perplexed,0.487990503,perplexed,0.466840141,perplexed,0.487995562
freshman,0.570644979,freshman,0.428408041,freshman,0.574452428
mastering,0.542709456,mastering,0.4581372,mastering,0.544623844
quirkiness,0.655558166,quirkiness,0.506564311,quirkiness,0.652924392
stormy,0.491815589,stormy,0.43853559,stormy,0.492564333
reeves,0.419129932,reeves,0.354097008,reeves,0.415655771
intermittently,0.537100823,intermittently,0.496953532,intermittently,0.53626191
chemical,0.568120109,chemical,0.477907904,chemical,0.566921059
cigar,0.489171376,cigar,0.46218005,cigar,0.489517871
slavery,0.639757289,slavery,0.455100593,slavery,0.640206491
permeates,0.488287144,permeates,0.461636778,permeates,0.488997485
occured,0.516740613,occured,0.473501557,occured,0.517582693
dot,0.363529202,dot,0.344163481,dot,0.362061288
cheered,0.511739451,cheered,0.46187217,cheered,0.514864129
blindly,0.519542834,blindly,0.458652068,blindly,0.519120112
modestly,0.50107004,modestly,0.472265007,modestly,0.501085761
comprehension,0.499180883,comprehension,0.467189947,comprehension,0.499135714
priorities,0.511121822,priorities,0.457397364,priorities,0.516913408
poll,0.635530515,poll,0.4657344,poll,0.635978852
padding,0.523332343,padding,0.478063601,padding,0.523057027
shortened,0.51124394,shortened,0.452935794,shortened,0.509913057
looming,0.524329825,looming,0.476519192,looming,0.524729904
blasted,0.50456955,blasted,0.47294886,blasted,0.501691321
crummy,0.492247222,crummy,0.480507213,crummy,0.492981631
hunts,0.545864991,hunts,0.458534547,hunts,0.546972277
ashes,0.537370644,ashes,0.384295056,ashes,0.486661723
suspence,0.594509976,suspence,0.553511328,suspence,0.594950375
practiced,0.600238632,practiced,0.505662776,practiced,0.600272727
utters,0.516538437,utters,0.491145958,utters,0.517499382
egos,0.558362106,egos,0.486714227,egos,0.565939545
luster,0.497488321,luster,0.476302886,luster,0.498045875
conquest,0.590649057,conquest,0.452358271,conquest,0.590939264
apology,0.511681374,apology,0.473603975,apology,0.51206654
undergo,0.52549438,undergo,0.494830134,undergo,0.526675296
collins,0.508071491,collins,0.390920993,collins,0.577858847
sickly,0.523181695,sickly,0.485444764,sickly,0.525465802
virus,0.734663902,virus,0.535957598,virus,0.735309923
fuller,0.393387287,fuller,0.369404396,fuller,0.393580595
jacksons,0.555430154,jacksons,0.408495394,jacksons,0.552304045
mystique,0.524237041,mystique,0.456964552,mystique,0.541511688
painter,0.745052785,painter,0.511158328,painter,0.743573397
courtroom,0.833065086,courtroom,0.5090244,courtroom,0.834912133
troupe,0.533066395,troupe,0.463242359,troupe,0.533607303
offices,0.557876019,offices,0.480087156,offices,0.559501952
privacy,0.513474788,privacy,0.451480588,privacy,0.515953261
neon,0.549845498,neon,0.429346795,neon,0.557138147
mismatched,0.5946157,mismatched,0.512419676,mismatched,0.592395378
ringing,0.453793883,ringing,0.415351625,ringing,0.454788403
stupendous,0.512633943,stupendous,0.469775929,stupendous,0.512402833
readings,0.507960138,readings,0.457693068,readings,0.508144745
priority,0.500877204,priority,0.468816166,priority,0.501553699
criteria,0.5228575,criteria,0.462207691,criteria,0.523082289
assassins,0.623539843,assassins,0.493608541,assassins,0.620620231
greasy,0.505204779,greasy,0.462415965,greasy,0.506380494
cloth,0.487028986,cloth,0.456189866,cloth,0.488578778
judges,0.436718456,judges,0.372387597,judges,0.437540031
smells,0.488273443,smells,0.458708545,smells,0.49021513
chains,0.464108164,chains,0.420026335,chains,0.464263718
reigns,0.476167592,reigns,0.432301656,reigns,0.475655168
blossoms,0.481080187,blossoms,0.452394711,blossoms,0.481230189
patriot,0.490080415,patriot,0.414673595,patriot,0.494586665
maverick,0.442136505,maverick,0.411639524,maverick,0.442961505
stalked,0.685052342,stalked,0.587009853,stalked,0.688108306
diana,0.508274523,diana,0.378210787,diana,0.481237738
yorker,0.59049026,yorker,0.458232147,yorker,0.589735091
warehouse,0.490543823,warehouse,0.466319943,warehouse,0.48856294
contradictory,0.52363069,contradictory,0.507200422,contradictory,0.523387683
productive,0.529021733,productive,0.48924241,productive,0.523867572
bargained,0.5205147,bargained,0.474065363,bargained,0.523052589
regulars,0.614586833,regulars,0.460836222,regulars,0.620386401
institutions,0.643988197,institutions,0.512224634,institutions,0.64541729
domination,0.558179358,domination,0.501841206,domination,0.571644478
tropes,0.601826275,tropes,0.497613103,tropes,0.595993661
sooooo,0.554364117,sooooo,0.475812003,sooooo,0.553179543
incorporating,0.503963834,incorporating,0.468290578,incorporating,0.505341427
beans,0.407723977,beans,0.375455456,beans,0.40737749
trades,0.50694139,trades,0.476209708,trades,0.507782808
preconceived,0.494509833,preconceived,0.455365053,preconceived,0.493864719
thwarted,0.501862307,thwarted,0.468286469,thwarted,0.500229523
mystic,0.461958459,mystic,0.382878478,mystic,0.459478361
operas,0.669595308,operas,0.486743661,operas,0.674060995
sullen,0.516885121,sullen,0.483248386,sullen,0.516634161
falsely,0.57008778,falsely,0.484730053,falsely,0.569211344
dice,0.403137969,dice,0.355439954,dice,0.406047115
proportion,0.500674468,proportion,0.472659839,proportion,0.502363215
epiphany,0.515241617,epiphany,0.472568791,epiphany,0.514638734
reinforces,0.489674069,reinforces,0.463096804,reinforces,0.489833239
showtime,0.474555297,showtime,0.411830191,showtime,0.472789673
erase,0.498661345,erase,0.431810428,erase,0.466187481
mellow,0.555895233,mellow,0.477502769,mellow,0.55870059
suite,0.504323552,suite,0.410573118,suite,0.504163031
sunlight,0.607350026,sunlight,0.487252487,sunlight,0.607993268
upscale,0.541156677,upscale,0.476974597,upscale,0.54291703
contemporaries,0.509952564,contemporaries,0.477420219,contemporaries,0.51762678
researching,0.519253609,researching,0.466604595,researching,0.520448769
powell,0.678324399,powell,0.417374539,powell,0.673813102
ravishing,0.576913017,ravishing,0.51297109,ravishing,0.575730575
dramedy,0.689771452,dramedy,0.580586913,dramedy,0.686079657
loony,0.544331229,loony,0.494450182,loony,0.548097819
defects,0.479694576,defects,0.44742017,defects,0.480058161
lauded,0.503905894,lauded,0.467206676,lauded,0.502490328
scout,0.518558112,scout,0.433885015,scout,0.51660261
noses,0.477291035,noses,0.472606,noses,0.47833023
russians,0.744489178,russians,0.505141647,russians,0.743567969
observant,0.565089481,observant,0.476647397,observant,0.569934134
pedigree,0.526346662,pedigree,0.479841542,pedigree,0.527382346
superhuman,0.573058425,superhuman,0.504414433,superhuman,0.572243867
eloquently,0.494858449,eloquently,0.475213189,eloquently,0.495147531
extract,0.409873517,extract,0.374705684,extract,0.410010588
teary,0.563370701,teary,0.487698049,teary,0.564106712
warmed,0.522609558,warmed,0.48456283,warmed,0.523999918
prostitutes,0.720184505,prostitutes,0.448488159,prostitutes,0.718155285
pony,0.424427741,pony,0.394174839,pony,0.426511921
professors,0.613167574,professors,0.442458314,professors,0.610043964
visitor,0.43445905,visitor,0.407126147,visitor,0.435849056
telegraphed,0.517789507,telegraphed,0.488363179,telegraphed,0.517386545
jar,0.432968438,jar,0.41443542,jar,0.432527047
ridiculousness,0.539299151,ridiculousness,0.493356941,ridiculousness,0.541511053
carbon,0.449970815,carbon,0.414966219,carbon,0.449411883
flags,0.540757641,flags,0.432050784,flags,0.540677009
dissappointed,0.486842815,dissappointed,0.460477751,dissappointed,0.487449475
juxtaposed,0.507042532,juxtaposed,0.468842151,juxtaposed,0.506051078
