,acc,f1,kappa,prec,recall
requests,0.804621548,0.304203822,0.238580488,0.18761785,0.803499327
cooking,0.793461153,0.282019398,0.213890444,0.172971324,0.763122476
joyous,0.799184433,0.297371715,0.230807205,0.182656827,0.799461642
nancy,0.735083703,0.229985444,0.153937242,0.136005903,0.744279946
prologue,0.782586922,0.26964672,0.199845308,0.164083065,0.75606469
punished,0.794748891,0.284002995,0.216198446,0.174272588,0.766846361
pardon,0.77013879,0.262227325,0.19096932,0.15804041,0.769541779
enlightened,0.787022464,0.282131661,0.213578528,0.171806167,0.788409704
tagline,0.777006725,0.265724382,0.195217798,0.161004853,0.760107817
dolls,0.767420232,0.258946889,0.187254448,0.155829904,0.765498652
psychopath,0.857633424,0.391809291,0.337417133,0.253359684,0.863881402
hubby,0.804120761,0.310674723,0.245539049,0.191021672,0.831536388
intimidating,0.793818858,0.28592666,0.218183383,0.17516697,0.777628032
soup,0.765774789,0.25793291,0.186051543,0.155040872,0.766846361
hillarious,0.848476177,0.376692172,0.32028697,0.240963855,0.862533693
rushing,0.786807841,0.274939173,0.205847966,0.167755344,0.761455526
sardonic,0.798826728,0.294176707,0.227431591,0.180752622,0.789757412
convert,0.783516955,0.270843373,0.201280702,0.16485773,0.758434548
swim,0.794820432,0.292201382,0.225064957,0.178797946,0.798920378
forgiving,0.753541279,0.244351832,0.170719053,0.145887899,0.75168691
argued,0.786664759,0.283861671,0.215486269,0.172655565,0.79757085
annoyance,0.771211904,0.260407031,0.189255723,0.157087054,0.760810811
overdue,0.760766919,0.253571429,0.181196169,0.151871658,0.767567568
tended,0.770496494,0.257063455,0.185612962,0.155114589,0.75
trait,0.770067249,0.259447005,0.188143888,0.156388889,0.760810811
sporadically,0.767563314,0.265762712,0.19476156,0.159565807,0.794594595
tow,0.759693805,0.255705739,0.183422873,0.152928704,0.77972973
brightly,0.760695378,0.255839822,0.183632246,0.153129161,0.777027027
disneys,0.874087852,0.415282392,0.364540848,0.275330396,0.844594595
paragraph,0.777292889,0.269077248,0.199002868,0.16283035,0.774324324
compromised,0.773286593,0.259752394,0.188699975,0.157017792,0.751351351
reliance,0.764343969,0.253399819,0.181250015,0.152233115,0.755405405
apocalyptic,0.873443983,0.410922411,0.359895233,0.272526502,0.834912043
vows,0.789669481,0.290540541,0.223036906,0.176798825,0.814614344
semblance,0.773215052,0.263475836,0.192777369,0.159046283,0.767253045
sally,0.77092574,0.256731662,0.185370775,0.154945363,0.748308525
unremarkable,0.761696952,0.251628847,0.179253838,0.150862069,0.757780785
apologize,0.786593218,0.270838426,0.201673751,0.165274463,0.749661705
russia,0.876162541,0.423576424,0.373645364,0.280918728,0.860622463
hippie,0.842109028,0.352596069,0.294139615,0.225093633,0.813261164
willed,0.791243382,0.284102061,0.216255825,0.17350914,0.783491204
disservice,0.770496494,0.257407407,0.186066452,0.155263893,0.752368065
terrorists,0.870153098,0.405113078,0.353295008,0.267301038,0.836265223
bewildered,0.779224496,0.264888042,0.194729719,0.160740098,0.752368065
dusty,0.796608957,0.290845597,0.223910668,0.178287462,0.788903924
comically,0.762770067,0.257833483,0.185998893,0.154465004,0.779431664
jessica,0.754042066,0.240388864,0.166660962,0.143649327,0.736129905
bum,0.759979969,0.251283196,0.178768902,0.150454303,0.761840325
bloodshed,0.829374732,0.335098968,0.274162481,0.211025281,0.813261164
willis,0.791028759,0.281780182,0.213828838,0.172123761,0.776422764
majestic,0.831520962,0.335684062,0.275071496,0.211970075,0.806233062
stamp,0.756546001,0.23819118,0.16454675,0.142665594,0.720867209
saccharine,0.824581485,0.331151118,0.269546618,0.207308743,0.822493225
disappointingly,0.74924882,0.240190765,0.166234776,0.142967742,0.750677507
noticeably,0.770639576,0.258556892,0.187395372,0.155883993,0.757452575
fateful,0.784375447,0.279292205,0.210650203,0.169570267,0.791327913
diehard,0.783660037,0.273076923,0.203928885,0.165984804,0.769647696
quips,0.807197024,0.307731826,0.242945488,0.189857369,0.811653117
restless,0.769494921,0.253821214,0.182227622,0.153072626,0.742547425
tasty,0.783731578,0.283479498,0.215095818,0.171789716,0.810298103
todd,0.750679639,0.243542435,0.170021311,0.14496124,0.76119403
wickedly,0.816425812,0.314270444,0.250828834,0.195673877,0.797829037
videotape,0.773715839,0.263562282,0.193071864,0.159078134,0.76797829
interpreted,0.794176563,0.282364679,0.214784635,0.172982885,0.76797829
predator,0.820503649,0.322807018,0.260322796,0.20148248,0.811397558
caper,0.847403062,0.362712877,0.305673085,0.232477978,0.824728261
brooklyn,0.797682072,0.299306244,0.233289023,0.183030303,0.820652174
nefarious,0.805623122,0.303868819,0.238826511,0.187243448,0.805706522
rachel,0.751395049,0.242424242,0.168950076,0.144378084,0.755434783
coin,0.764343969,0.245533669,0.173136883,0.147658402,0.72826087
cent,0.751752754,0.234671372,0.160627157,0.140073723,0.722826087
rick,0.748604951,0.237413194,0.163382355,0.141270661,0.743206522
utilizing,0.774717413,0.2644242,0.194234308,0.159616469,0.770068027
downtown,0.788810989,0.284883721,0.217219946,0.173297966,0.8
reject,0.778580627,0.270563281,0.201100704,0.163625998,0.780952381
boxed,0.828945486,0.330439653,0.269422036,0.208039492,0.802721088
fathom,0.767777937,0.250692521,0.179001159,0.150959133,0.73877551
pits,0.755973673,0.24149433,0.168326335,0.144338118,0.73877551
unnoticed,0.754829017,0.244655058,0.171654322,0.145975802,0.755102041
separates,0.763843182,0.256028848,0.184470744,0.153430578,0.772789116
governments,0.870940049,0.417688832,0.366905251,0.273804486,0.880272109
dominant,0.789526399,0.278213935,0.21020471,0.169658887,0.772479564
replete,0.757976821,0.25005542,0.177752153,0.149324861,0.768392371
comprehensive,0.818357419,0.31285521,0.249710995,0.195204323,0.78746594
settling,0.73844613,0.229667088,0.154613868,0.135842473,0.742506812
forming,0.77235656,0.257236228,0.186432968,0.155211268,0.750681199
christians,0.872013164,0.407026848,0.355833983,0.268944371,0.836512262
fiancee,0.80190299,0.294522293,0.228739345,0.181077694,0.788540246
spans,0.790170268,0.280245399,0.212510491,0.170855775,0.77899045
mama,0.788238661,0.275575135,0.207356671,0.167909335,0.768076398
sentiments,0.776005151,0.267602339,0.19790307,0.161490683,0.780354707
mount,0.779725283,0.263220866,0.193469515,0.15960534,0.750341064
nest,0.768350265,0.262414579,0.191889074,0.157463095,0.786885246
plug,0.785734726,0.269690319,0.20093793,0.164143663,0.755464481
mockery,0.79682358,0.284634761,0.217817196,0.174490426,0.771857923
richness,0.793103448,0.292909535,0.226385594,0.178379988,0.818306011
predicted,0.795249678,0.282706767,0.215626102,0.173112339,0.770491803
speaker,0.785377021,0.272197962,0.203598654,0.165486726,0.766393443
jersey,0.745600229,0.234939759,0.160896012,0.139427988,0.745901639
incorporates,0.783516955,0.267666989,0.198601139,0.162647059,0.755464481
helmed,0.756760624,0.247454626,0.17505151,0.147649234,0.763661202
evils,0.8097725,0.296746892,0.231871391,0.183994752,0.766393443
google,0.801831449,0.286817714,0.220568458,0.176713198,0.760928962
bucket,0.758048362,0.248444444,0.176197857,0.148354565,0.763661202
salesman,0.771569609,0.257959563,0.187322474,0.15541865,0.758196721
compliments,0.783588496,0.270908653,0.202163018,0.16442364,0.76880985
lieutenant,0.834811847,0.338584933,0.278961044,0.214130435,0.808481532
wondrous,0.833094863,0.334759053,0.274711273,0.211455331,0.803009576
pretense,0.764916297,0.250797994,0.179261816,0.150478796,0.752393981
stations,0.781156102,0.264840183,0.195475568,0.160641399,0.75376197
minimalist,0.812204893,0.311204408,0.247676398,0.192469977,0.812328767
tourist,0.799899843,0.291001267,0.225034673,0.178538103,0.78630137
pleaser,0.802761482,0.30711234,0.242508008,0.188057864,0.836986301
splendor,0.817785091,0.315874295,0.253162754,0.196458403,0.805479452
jamie,0.771927314,0.257568701,0.187095676,0.155162738,0.757534247
resentment,0.797467449,0.289229224,0.222941136,0.177067322,0.789041096
nearest,0.761983116,0.247795614,0.175927616,0.148388844,0.750684932
responsibilities,0.787308628,0.278923114,0.21119301,0.169416618,0.788751715
babes,0.822936042,0.325429272,0.263905079,0.203061224,0.818930041
revolve,0.763199313,0.256513926,0.185464534,0.153370937,0.783264746
district,0.794748891,0.286850609,0.220256165,0.17516697,0.791495199
bending,0.802976105,0.294208098,0.228870476,0.18084436,0.788461538
magazines,0.767491773,0.255952381,0.185227637,0.153571429,0.767857143
hilt,0.769280298,0.262857143,0.192764171,0.157663833,0.789835165
enthusiast,0.793174989,0.280308688,0.213206084,0.171176649,0.773351648
divide,0.774073544,0.260421546,0.190474821,0.156973461,0.763736264
doesn,0.775647446,0.260377358,0.190537786,0.157175399,0.758241758
rigid,0.79031335,0.279321367,0.21200594,0.17005988,0.781292985
unfinished,0.766704822,0.249482163,0.17831072,0.149806523,0.745529574
misfire,0.769494921,0.261009174,0.190877792,0.156619873,0.782668501
unleashed,0.799542138,0.296333501,0.230940865,0.181259601,0.811554333
shtick,0.820289026,0.32034632,0.258376367,0.199393735,0.814305365
minister,0.815996566,0.312667023,0.249862644,0.193965517,0.805785124
losses,0.782300758,0.267629362,0.198958404,0.162146398,0.76584022
hunk,0.775146659,0.256446652,0.186452042,0.154812911,0.746556474
altering,0.786950923,0.277885548,0.210294112,0.168628605,0.789256198
kisses,0.767921019,0.254252874,0.183601126,0.152593819,0.761707989
preference,0.77879525,0.264159924,0.194984898,0.159666283,0.76446281
polar,0.783302332,0.2727491,0.204520279,0.165164292,0.782369146
furniture,0.766132494,0.251431188,0.180451565,0.150782752,0.756198347
faust,0.851051653,0.38511518,0.330538585,0.245020669,0.899310345
easter,0.819072829,0.313331523,0.250922691,0.195064233,0.795862069
aplomb,0.781943053,0.267307692,0.198669118,0.161863173,0.766896552
uncommon,0.770782658,0.25210084,0.181569294,0.151728013,0.744827586
drowned,0.769137216,0.255594002,0.18520773,0.153462604,0.764137931
eggs,0.788596366,0.27019017,0.202254038,0.16456077,0.754482759
soviet,0.890256117,0.447007931,0.401120023,0.302586628,0.855172414
thankless,0.768350265,0.260392873,0.19039418,0.155993432,0.787292818
masculine,0.792817284,0.287050714,0.220711853,0.174655482,0.805248619
approve,0.780798397,0.265227818,0.196438351,0.160475914,0.763812155
detailing,0.781227643,0.266314779,0.197634647,0.161149826,0.766574586
masked,0.805766204,0.291677537,0.226701602,0.179800579,0.772099448
lapses,0.759049936,0.24720608,0.175627638,0.147466667,0.763812155
bickering,0.80404922,0.296067849,0.231325301,0.181818182,0.796680498
robinson,0.76942338,0.247138519,0.176320776,0.148679033,0.731673582
fashions,0.799470597,0.285131344,0.219257552,0.174796748,0.773167358
erratic,0.762841608,0.250847458,0.179868451,0.149918963,0.767634855
recruited,0.79467735,0.281422133,0.214907606,0.171812901,0.777316736
multitude,0.787594792,0.274969475,0.207457727,0.166963227,0.778699862
motorcycle,0.823937616,0.322598404,0.261396918,0.20137457,0.810511757
charmed,0.777507512,0.266163285,0.197290779,0.160455192,0.780082988
rampage,0.837387323,0.350385825,0.292303233,0.220821326,0.847856155
consumer,0.804693089,0.294573643,0.229781397,0.181124881,0.788381743
harmony,0.788667907,0.27633513,0.20900084,0.167907115,0.780082988
warren,0.745385606,0.237411613,0.16435783,0.140466531,0.766251729
inspector,0.823794534,0.321300634,0.260069677,0.200550396,0.807479224
indelible,0.776005151,0.257529049,0.188007795,0.155364807,0.752077562
por,0.864143654,0.4,0.348010907,0.259107655,0.876731302
facets,0.782086135,0.26496139,0.196409884,0.160432496,0.760387812
mall,0.77235656,0.262059369,0.192618238,0.157381616,0.782548476
judy,0.797467449,0.283109648,0.217011487,0.173225906,0.774238227
cigarettes,0.785162398,0.268453106,0.200376732,0.162873189,0.763157895
joblo,0.918800973,0.543993572,0.507903828,0.383135257,0.93767313
oops,0.778222922,0.265750829,0.196981026,0.160285714,0.77700831
romantically,0.779796824,0.266094421,0.197460317,0.160714286,0.772853186
fulfillment,0.790885677,0.283051263,0.216440242,0.171982116,0.799168975
ranges,0.739233081,0.227590591,0.153524258,0.134350763,0.743767313
incomparable,0.789884104,0.279263804,0.212308623,0.169698777,0.788088643
goer,0.80404922,0.293890178,0.229148607,0.180493984,0.790568655
fold,0.771211904,0.252104771,0.181942089,0.15161744,0.747572816
embracing,0.7637001,0.248464164,0.177536236,0.148611867,0.757281553
hottest,0.800042925,0.29006858,0.224737535,0.177549751,0.791955617
shotgun,0.803763056,0.28956229,0.224499586,0.178025478,0.775312067
bounds,0.768564888,0.255123187,0.185004451,0.152954169,0.768377254
samuel,0.74352554,0.235770625,0.162666153,0.13929471,0.766990291
assisted,0.753183574,0.240757042,0.168596817,0.14308135,0.758668516
benefited,0.761339247,0.241128298,0.169504533,0.144217687,0.735090153
insignificant,0.768779511,0.246620047,0.175891653,0.14822079,0.73370319
commended,0.777435971,0.263319915,0.194401734,0.158766419,0.771151179
lent,0.777936758,0.264106211,0.19536285,0.159233848,0.773611111
dilemmas,0.799041351,0.286149936,0.220543643,0.175116641,0.781944444
crawling,0.811060238,0.305182847,0.241875865,0.188250568,0.805555556
inflicted,0.800686794,0.28121775,0.215403978,0.172686946,0.756944444
positives,0.789884104,0.278909894,0.212088751,0.169400537,0.788888889
anticipate,0.78022607,0.257253385,0.18817934,0.155737705,0.738888889
rewind,0.768350265,0.252193995,0.181930993,0.151246537,0.758333333
spain,0.834954929,0.335350043,0.276256785,0.211559433,0.808333333
pistol,0.808914008,0.296179183,0.2320777,0.182764228,0.780555556
brazil,0.768922593,0.255417243,0.185428943,0.153123273,0.769444444
dreaded,0.76155387,0.248138958,0.177223681,0.148088314,0.764951321
convenience,0.766776363,0.253663004,0.183490614,0.151822417,0.770514604
didn,0.780011447,0.265232975,0.1967991,0.160126947,0.771905424
squeamish,0.846473029,0.359402985,0.303095919,0.228810338,0.837273992
contend,0.750679639,0.230174509,0.157245304,0.136817227,0.724617524
cherish,0.784661611,0.267996109,0.20009395,0.162393162,0.766342142
fruit,0.753183574,0.232992441,0.160427016,0.138661021,0.728789986
concentrates,0.762913149,0.244069343,0.172939014,0.145975443,0.744089013
projected,0.782801545,0.265602322,0.197394151,0.160761347,0.763560501
civilized,0.813778795,0.304196739,0.241131962,0.188285903,0.791376912
resourceful,0.792388038,0.283102767,0.216845321,0.172123761,0.796940195
reduce,0.776148233,0.26045852,0.191493643,0.156846001,0.767409471
diner,0.796966662,0.297524752,0.232707826,0.180915111,0.837047354
underwear,0.760266132,0.244078502,0.172867773,0.145625841,0.753481894
dialouge,0.796752039,0.283118849,0.217275989,0.172881356,0.781337047
resorting,0.759836887,0.243748592,0.172486419,0.145391024,0.753481894
coincidentally,0.759622264,0.247648903,0.176663753,0.147545358,0.770194986
bravura,0.791171841,0.286133529,0.220079156,0.173539009,0.814763231
filme,0.796394334,0.290628116,0.225282667,0.176988464,0.811977716
unrecognizable,0.777793676,0.266414738,0.197994468,0.160409556,0.78551532
rollercoaster,0.822220632,0.31824417,0.256944852,0.198155108,0.807799443
heal,0.813778795,0.309732167,0.247112655,0.191287258,0.813370474
halt,0.761124624,0.245764626,0.174820413,0.146630728,0.758716876
instructor,0.814494205,0.302769562,0.239818048,0.187541639,0.785216179
technological,0.848261554,0.359794748,0.303831665,0.229583975,0.831241283
poking,0.795893547,0.279363476,0.213270209,0.17057372,0.771269177
foray,0.757762198,0.241487455,0.170015871,0.143848412,0.751743375
annoy,0.777579053,0.257818095,0.188845415,0.155529954,0.753138075
heroines,0.803763056,0.301146497,0.237185093,0.184226933,0.824267782
overkill,0.800257548,0.287391526,0.222199648,0.175882537,0.785216179
fabric,0.773501216,0.258200562,0.189059592,0.155123874,0.769553073
skies,0.811918729,0.305416116,0.242492145,0.188334963,0.80726257
suspended,0.776005151,0.255410226,0.186238243,0.153912296,0.75
unresolved,0.792459579,0.277459527,0.211047689,0.168839042,0.777932961
sensuality,0.820718272,0.320498915,0.259353047,0.198855989,0.825418994
sore,0.768564888,0.252368847,0.182474881,0.151204652,0.762569832
brighter,0.778723709,0.267235252,0.199103931,0.160912981,0.787709497
ballet,0.826012305,0.317620651,0.25684568,0.198666199,0.791608392
renders,0.757619116,0.237280504,0.165664053,0.14140059,0.737062937
headlines,0.78959794,0.277927817,0.211414925,0.16855271,0.791608392
berardinelli,0.943840321,0.631973746,0.605117569,0.475317348,0.942657343
diet,0.783230791,0.264919942,0.197021627,0.160258292,0.763636364
acquire,0.760409214,0.242479077,0.171421649,0.144630329,0.74965035
urges,0.773358134,0.25528914,0.186096158,0.153389831,0.760504202
wiped,0.822721419,0.31281198,0.251484282,0.195020747,0.789915966
rod,0.773572757,0.257216616,0.188177728,0.154496758,0.767507003
juice,0.758692231,0.243212923,0.172191344,0.144803633,0.759103641
descends,0.774932036,0.261848897,0.193237021,0.157271702,0.781512605
discomfort,0.799756761,0.283226633,0.217939222,0.173299906,0.774509804
mobile,0.770067249,0.253946147,0.184436806,0.152198108,0.766106443
contrivances,0.788954071,0.281539211,0.215315228,0.170400943,0.80952381
thematically,0.800042925,0.290429043,0.225661445,0.177364341,0.801120448
craig,0.743382458,0.222414914,0.148926288,0.131572198,0.718487395
cousins,0.777078266,0.264052905,0.195745381,0.158806818,0.782913165
prevented,0.779009873,0.260827949,0.192421201,0.157287157,0.763305322
metaphors,0.797825154,0.287802419,0.222680266,0.175476337,0.799719888
stride,0.778437545,0.252474053,0.183513162,0.152478134,0.733520337
seal,0.76226928,0.244257448,0.173623123,0.145765472,0.75315568
magnitude,0.814708828,0.303013994,0.240389367,0.187479187,0.789621318
uma,0.795035055,0.286425903,0.221073348,0.174136887,0.806451613
omg,0.814208041,0.303939962,0.241333466,0.187872763,0.795231417
salvage,0.781585348,0.259519767,0.191284087,0.156891496,0.750350631
granddaughter,0.840892832,0.341232227,0.283580747,0.216297409,0.807854137
hunters,0.825225354,0.32457838,0.264320893,0.202134986,0.823281907
opponents,0.844255258,0.356488324,0.300138035,0.225842697,0.8457223
replay,0.783588496,0.265954865,0.19831968,0.160798122,0.76858345
tasteful,0.763557018,0.245261475,0.174782349,0.146481178,0.75315568
cutesy,0.815281156,0.309994655,0.247885762,0.191482337,0.813464236
organic,0.797324367,0.282239676,0.216770575,0.172232529,0.781206171
abundant,0.763771641,0.245429616,0.174976463,0.146601147,0.75315568
feeds,0.757476034,0.240591398,0.169388924,0.143161824,0.75315568
bald,0.752754328,0.236074271,0.164340329,0.140083945,0.75
unfocused,0.769781085,0.255092593,0.185818828,0.152716186,0.773876404
innate,0.772141937,0.25146886,0.182172501,0.150959368,0.752461322
suspicions,0.805336958,0.293430278,0.229519783,0.179936306,0.794655415
sophomoric,0.826656174,0.319190784,0.258855789,0.199438202,0.798874824
sucking,0.783445414,0.270426609,0.203263344,0.163176265,0.789029536
bergman,0.800972958,0.28556754,0.22076961,0.174677977,0.781997187
instructions,0.798898269,0.280153649,0.214819878,0.17125861,0.769338959
unattractive,0.777865217,0.266477675,0.198648131,0.160136286,0.793248945
volatile,0.79181571,0.281126482,0.215320964,0.170512436,0.800281294
hampered,0.760194592,0.239909297,0.169000331,0.143011625,0.744022504
marathon,0.779582201,0.257769212,0.189433295,0.155523256,0.752461322
rabid,0.794748891,0.277511962,0.211752736,0.168966575,0.776056338
warnings,0.785377021,0.266503667,0.199280815,0.161242604,0.767605634
studded,0.789025612,0.279149352,0.213081738,0.168884945,0.804225352
plentiful,0.783230791,0.266698935,0.199337304,0.161016949,0.776056338
seventh,0.769781085,0.248130841,0.178522125,0.148739496,0.747887324
workings,0.800472171,0.291592583,0.227247191,0.177874187,0.808450704
confirm,0.771211904,0.251053864,0.181751047,0.150561798,0.754929577
insistence,0.752539705,0.230135767,0.158126195,0.136664023,0.728169014
participation,0.747889541,0.231239092,0.159130523,0.136774194,0.747531735
bunny,0.774002003,0.2540732,0.185258724,0.152580828,0.758815233
data,0.832450994,0.323903002,0.264567038,0.203629764,0.791255289
counterpoint,0.765345543,0.250799452,0.181186834,0.149632052,0.774330042
tangled,0.776219774,0.254883278,0.186276575,0.153339066,0.754583921
drivers,0.803834597,0.287051482,0.222737702,0.175964297,0.778561354
absurdly,0.745886393,0.227490213,0.154985848,0.134481872,0.737658674
solving,0.827300043,0.321528949,0.261543995,0.200772201,0.806770099
confesses,0.771354986,0.257089726,0.188319038,0.153910381,0.779971791
buster,0.807769352,0.292708608,0.229174967,0.179877062,0.785310734
ilk,0.75146659,0.233451015,0.16180514,0.13833682,0.747175141
sparkle,0.79968522,0.293642785,0.229533211,0.178746929,0.822033898
incidental,0.754614394,0.232318711,0.160775027,0.138031915,0.733050847
fave,0.773858921,0.260238708,0.191944126,0.155960729,0.785310734
melt,0.760910001,0.242176871,0.171743071,0.144246353,0.754237288
rife,0.756188296,0.239625167,0.16871684,0.142289348,0.758474576
timeline,0.831306339,0.328587699,0.269505202,0.205777461,0.814971751
sack,0.764773215,0.24552547,0.175577751,0.146575342,0.755649718
lukewarm,0.772857347,0.255219329,0.186496347,0.15302391,0.768361582
automatic,0.810058664,0.292942743,0.229615868,0.180505415,0.776836158
graham,0.750393475,0.233355307,0.161730298,0.138137357,0.75106082
ode,0.78244384,0.268462834,0.201418397,0.16173913,0.789250354
gimmicks,0.770067249,0.248011231,0.178670156,0.148584244,0.749646393
willingly,0.76799256,0.248087178,0.178617361,0.148363838,0.756718529
jerky,0.771498068,0.249882574,0.180770318,0.149816953,0.752475248
candid,0.789741022,0.280538556,0.214860748,0.169626998,0.810466761
cloying,0.818572042,0.30748225,0.245928264,0.190524535,0.796322489
testosterone,0.833738732,0.33256749,0.274041263,0.208648649,0.818953324
showcased,0.769924167,0.248246844,0.178913464,0.148697844,0.75106082
pumped,0.803262269,0.286085151,0.221813019,0.175198728,0.779349364
infused,0.774216626,0.255309108,0.186767228,0.153214387,0.765205092
proclaimed,0.783230791,0.265632574,0.198441856,0.160280784,0.775106082
embark,0.787666333,0.270761671,0.204247389,0.163841808,0.779349364
taboo,0.813635713,0.296516338,0.233807246,0.183244326,0.776520509
stink,0.772141937,0.261192299,0.192940056,0.156215316,0.796322489
homicidal,0.820432108,0.315703381,0.254925571,0.19547603,0.820113314
dame,0.826799256,0.325062727,0.265467338,0.202360292,0.825779037
deck,0.800543712,0.276970954,0.211939617,0.16952381,0.756373938
tempo,0.781799971,0.260067928,0.192465785,0.156908665,0.759206799
rack,0.75432823,0.244610647,0.17414184,0.144791667,0.787535411
confirms,0.758763772,0.24529991,0.175142383,0.145667198,0.776203966
cursed,0.800686794,0.281958763,0.217278444,0.172337744,0.774787535
freddy,0.842466733,0.343470483,0.286637102,0.217440544,0.817021277
deja,0.805193876,0.293644617,0.230193094,0.17968254,0.802836879
palette,0.805837745,0.290271967,0.226643524,0.177941648,0.787234043
wagon,0.79181571,0.275759084,0.210056639,0.167220042,0.785815603
catalog,0.770568035,0.246298472,0.177038488,0.147605634,0.743262411
exhausting,0.802260695,0.287628866,0.223536368,0.175748031,0.791489362
johns,0.768922593,0.258153422,0.189646574,0.154014799,0.797163121
disillusioned,0.782086135,0.27059387,0.203841324,0.162777298,0.80141844
strive,0.777936758,0.256348826,0.188299856,0.154223119,0.758865248
splash,0.762340821,0.237373737,0.166941136,0.14160504,0.733333333
physics,0.854557161,0.371172286,0.317325589,0.237341772,0.85106383
fireworks,0.747031049,0.232305688,0.160683658,0.137109175,0.759943182
nineties,0.763270854,0.247441437,0.177889251,0.147305714,0.772727273
cleaner,0.771855773,0.24556423,0.17642211,0.147317627,0.737215909
needlessly,0.768493347,0.245687646,0.176335316,0.146960402,0.748579545
commonly,0.771283445,0.245100354,0.17588721,0.146983857,0.737215909
formats,0.830161683,0.326333712,0.267270878,0.203900709,0.816761364
nelson,0.730433538,0.218257261,0.144685384,0.127793975,0.747159091
futuristic,0.900844184,0.464451314,0.422072625,0.319002123,0.853693182
joyful,0.801616826,0.286596347,0.222460284,0.174992146,0.791193182
scenic,0.81985978,0.309758772,0.248755664,0.191850594,0.803698435
henchmen,0.846043783,0.355688623,0.300106392,0.225255973,0.844950213
glorified,0.775075118,0.252140818,0.18376803,0.151385318,0.753911807
preceded,0.76513092,0.240222171,0.170347319,0.14344942,0.73826458
swings,0.770782658,0.248592871,0.179683807,0.148834597,0.753911807
oblivion,0.763485477,0.240349265,0.170380499,0.143326939,0.743954481
resonant,0.793818858,0.284863524,0.220100571,0.172527803,0.816500711
exaggeration,0.75647446,0.233678523,0.162794338,0.138807168,0.73826458
gibson,0.778580627,0.257615735,0.189868348,0.154933641,0.763869132
wholeheartedly,0.769494921,0.248951049,0.180070998,0.148829431,0.760683761
ferocious,0.808055516,0.295615647,0.232753806,0.181203734,0.801994302
frustrations,0.787666333,0.272905439,0.206947395,0.164792899,0.793447293
interiors,0.795321219,0.278436318,0.21341731,0.169169476,0.786324786
overweight,0.787308628,0.26935365,0.203121374,0.162756163,0.780626781
juxtaposition,0.797181285,0.279542567,0.214739299,0.170120631,0.783475783
sluggish,0.755902132,0.238052702,0.167546033,0.141154661,0.759259259
afterthought,0.774574331,0.253494433,0.185270041,0.152031827,0.762108262
kiddies,0.828373158,0.323653792,0.264389801,0.201757469,0.817663818
exploitative,0.809271713,0.29582673,0.233152887,0.181523501,0.798858773
artfully,0.778366004,0.259560229,0.19210431,0.155900086,0.774607703
narrates,0.789526399,0.271421496,0.205572834,0.164219359,0.781740371
gruff,0.776291315,0.261280416,0.193810098,0.156568516,0.788873039
hysteria,0.802689941,0.289175258,0.225607079,0.176415094,0.801428571
tooth,0.758763772,0.242247191,0.172395469,0.143733333,0.77
purists,0.838317356,0.337631887,0.280340301,0.212389381,0.822857143
allure,0.777006725,0.256618173,0.188946617,0.15402233,0.768571429
coincidences,0.794105022,0.278696742,0.213764785,0.16899696,0.794285714
profits,0.812777221,0.30269118,0.240837432,0.186046512,0.811428571
shaken,0.793747317,0.275810098,0.210732298,0.167276051,0.785407725
checks,0.766919445,0.246879334,0.177946998,0.147229115,0.763948498
detectives,0.881671198,0.422889044,0.375676836,0.279649285,0.86695279
boards,0.787380169,0.267619517,0.20151571,0.161655255,0.776824034
advertisement,0.781871512,0.253610771,0.186141515,0.152982871,0.741058655
seduction,0.801545285,0.284313725,0.220404283,0.173434057,0.788268956
partnership,0.788453284,0.271854223,0.20612162,0.164187983,0.789699571
coping,0.809915582,0.300973428,0.238846745,0.184397163,0.818311874
spelling,0.771354986,0.244087039,0.175322548,0.146175637,0.739255014
outcast,0.815925025,0.304782491,0.243477094,0.187812188,0.808022923
atrocities,0.861282015,0.376326793,0.323968719,0.24263791,0.838108883
funding,0.780583775,0.261853189,0.194959279,0.157361874,0.779369628
randy,0.759407641,0.240343348,0.170567645,0.142665594,0.76217765
rapport,0.774359708,0.259276656,0.191876349,0.155012637,0.791965567
crank,0.788381743,0.266004963,0.200022954,0.160816082,0.769010043
alienation,0.817856632,0.305888768,0.244893022,0.188825311,0.804878049
vomit,0.802332236,0.289899769,0.226585161,0.17658109,0.809182209
render,0.758835313,0.233340914,0.163109461,0.138648649,0.736011478
hailed,0.78959794,0.264566142,0.198571581,0.160205936,0.758967001
imply,0.768779511,0.246268657,0.177582242,0.147034252,0.757532281
hong,0.895478609,0.445540797,0.401652975,0.302889577,0.842180775
mechanics,0.772928888,0.255279212,0.187501586,0.15259467,0.780487805
prestigious,0.786092431,0.26679745,0.200709822,0.160899142,0.780487805
inter,0.773000429,0.247212337,0.178863462,0.148095509,0.74748924
periodically,0.748104164,0.224961479,0.153492947,0.132865315,0.733142037
collapses,0.748962656,0.227942794,0.156742977,0.134615385,0.743185079
upstairs,0.776505938,0.252989,0.185280261,0.1517934,0.758967001
jerker,0.874016311,0.407669021,0.358760737,0.266139657,0.870689655
guides,0.769065675,0.249302326,0.180938383,0.14872364,0.770114943
retire,0.791672628,0.276701441,0.211776096,0.167267267,0.800287356
premier,0.77593361,0.255349501,0.187855469,0.152991453,0.771551724
