,acc,f1,kappa,prec,recall
experiences,0.77092574,0.634391414,0.472139148,0.557831325,0.735309688
richard,0.71827157,0.573993942,0.373879112,0.485275288,0.70240932
jack,0.721633996,0.575357416,0.377783363,0.488963087,0.69883351
correct,0.770496494,0.630499885,0.468173924,0.557433809,0.725609756
spends,0.746744885,0.598730447,0.419355297,0.522866759,0.700344736
thoughts,0.773930462,0.633240483,0.473506646,0.562938506,0.723607427
poignant,0.790599514,0.664527221,0.516386047,0.584947538,0.769169541
shocking,0.777722135,0.638762935,0.481766814,0.568384026,0.72903397
numbers,0.782229217,0.646621779,0.492807912,0.574463696,0.739511418
degree,0.752325082,0.602251838,0.427122304,0.530781693,0.695963887
soft,0.747674918,0.599341134,0.420794486,0.523412698,0.701036407
choices,0.769781085,0.629262673,0.466653137,0.554743043,0.726909768
tape,0.752396623,0.614459173,0.439145587,0.52835249,0.734096353
tom,0.7247818,0.566632871,0.371967603,0.490827479,0.670130562
appreciated,0.753255115,0.608735111,0.434308319,0.529922971,0.715085288
teen,0.804693089,0.67669351,0.539271559,0.60864934,0.761866667
develop,0.772070396,0.628324778,0.467644266,0.558481958,0.718133333
magnificent,0.792745743,0.663569853,0.51748143,0.586894002,0.763291477
kinda,0.782801545,0.643912738,0.490995619,0.573787625,0.733564939
experienced,0.76584633,0.619816471,0.45482984,0.547843943,0.713559775
speaks,0.74996423,0.602705468,0.426207608,0.524120206,0.709013105
reveals,0.760266132,0.617072335,0.447959808,0.538384845,0.722698073
rise,0.751180426,0.601968414,0.426466263,0.525789684,0.703961456
reveal,0.763843182,0.617275362,0.450906732,0.544376278,0.712717537
sign,0.75432823,0.600511866,0.427497499,0.530960708,0.69103079
executed,0.760623837,0.612102945,0.443464467,0.539766919,0.706827309
evening,0.751108885,0.60280854,0.427346764,0.524850895,0.707964602
initial,0.768278724,0.623328294,0.460235183,0.550195032,0.71888412
related,0.744527114,0.591745741,0.411714994,0.515435172,0.694578637
curious,0.750321934,0.596718281,0.420983081,0.52351987,0.693713057
suffering,0.769781085,0.62616171,0.464213326,0.551463065,0.72426767
contrived,0.769208757,0.62575406,0.463382677,0.550520514,0.72480516
floor,0.754614394,0.609872611,0.436999042,0.528588328,0.720698925
formula,0.787308628,0.652727485,0.503213798,0.577034283,0.751277225
channel,0.747174131,0.600135777,0.422026687,0.517867604,0.713478612
feet,0.75575905,0.607495976,0.435602303,0.530415579,0.71078827
extraordinary,0.777292889,0.641318124,0.484620511,0.560749547,0.748923574
vehicle,0.758692231,0.614998288,0.445103452,0.533994054,0.724973089
existence,0.760695378,0.610457669,0.442278968,0.537751334,0.705898196
web,0.846759193,0.73490099,0.628141442,0.679405034,0.800269542
skip,0.777435971,0.631790744,0.475691028,0.563080169,0.719600971
tight,0.758835313,0.606697002,0.43731749,0.534649393,0.701186624
green,0.748318787,0.592163227,0.415334109,0.519105691,0.689152725
cuts,0.754256689,0.603119584,0.430451252,0.527166229,0.704643629
target,0.773715839,0.627750971,0.469040405,0.55620438,0.720421394
youth,0.767563314,0.626937651,0.463598627,0.545127796,0.737638476
awkward,0.760123051,0.608614451,0.440270531,0.535648243,0.704594595
blu,0.829875519,0.709787649,0.591055859,0.646941046,0.786158421
terribly,0.749034197,0.593699328,0.417530449,0.519036047,0.693452381
private,0.75361282,0.602033742,0.42908461,0.525201613,0.705197618
steve,0.826727715,0.698831137,0.578348101,0.645977011,0.761105092
equal,0.753970525,0.605211801,0.432495106,0.525099602,0.714169602
shines,0.769351839,0.624242424,0.462552972,0.547312487,0.726335774
site,0.772141937,0.627528944,0.467838878,0.551603618,0.72769189
majority,0.770353413,0.620836286,0.460052919,0.549790795,0.712967987
complicated,0.767348691,0.617321723,0.454450232,0.54452979,0.712578104
regret,0.764558592,0.61404949,0.449206815,0.540016502,0.711606415
technical,0.775146659,0.627827117,0.470577021,0.555881736,0.721164309
screenwriter,0.760266132,0.61742208,0.449364823,0.531864673,0.735782313
albeit,0.752825869,0.600162018,0.427060208,0.521835379,0.706154684
childhood,0.763557018,0.617786516,0.452227175,0.536668676,0.727792916
necessarily,0.767348691,0.61596599,0.453309207,0.543559817,0.710626703
confusing,0.785520103,0.640613762,0.490900175,0.571795421,0.728263832
shape,0.752182,0.596928089,0.423521157,0.520600771,0.699481865
golden,0.754829017,0.610080783,0.438342258,0.523428348,0.731115353
sorts,0.755902132,0.600281162,0.429574255,0.526078029,0.698854337
substance,0.761124624,0.608787346,0.441750261,0.533470226,0.708867667
driving,0.76656174,0.619741289,0.456461171,0.540776896,0.725709607
serve,0.75504364,0.60232288,0.43095016,0.52426203,0.707696507
laughed,0.800829876,0.669044223,0.529955988,0.592670598,0.7680131
required,0.760123051,0.609070771,0.441308838,0.531542532,0.713076713
bar,0.754185148,0.603690888,0.431706338,0.522459573,0.714832013
finale,0.757476034,0.612039368,0.442301194,0.52668899,0.73040153
recall,0.751895836,0.597493036,0.424106487,0.518637921,0.704626335
drop,0.755329804,0.600093545,0.42919864,0.523673469,0.702628697
failure,0.76083846,0.609872797,0.442821681,0.531313542,0.71569433
epic,0.800472171,0.66107668,0.522225991,0.594145915,0.745001369
headed,0.74638718,0.586877986,0.409718168,0.510750507,0.689674062
offered,0.747603377,0.589002796,0.412742901,0.512155592,0.692982456
artist,0.781585348,0.640273359,0.487959631,0.560668593,0.746223565
dimensional,0.77807984,0.631941149,0.477263599,0.556298308,0.731392475
window,0.749034197,0.589803555,0.414722682,0.513436482,0.692857143
band,0.77235656,0.624941066,0.466210874,0.547274979,0.728296703
gold,0.755401345,0.605606183,0.434932201,0.521557719,0.721947195
sides,0.768851052,0.617949628,0.456920344,0.541666667,0.719240297
granted,0.768350265,0.614982164,0.453671299,0.54134394,0.711808423
spite,0.749821148,0.595582283,0.421125594,0.513357257,0.709171027
package,0.775790528,0.627967711,0.471847251,0.551846443,0.728449463
student,0.780941479,0.639679925,0.487069625,0.558340181,0.748760331
rough,0.745314065,0.588724584,0.411137885,0.506963788,0.701928375
relief,0.745814852,0.585849167,0.408694628,0.507676768,0.692477266
pathetic,0.767921019,0.621646839,0.459920602,0.538819248,0.734564498
storytelling,0.777292889,0.631466793,0.476406339,0.553434322,0.735115766
round,0.752253541,0.593782991,0.421189533,0.516847049,0.697629548
prefer,0.773715839,0.621967252,0.464546055,0.548945148,0.717397298
dies,0.758119903,0.609899619,0.441309595,0.524300734,0.728902372
clothes,0.752682787,0.605320242,0.43289949,0.516462108,0.73110866
sensitive,0.762555444,0.613215243,0.447796062,0.530871671,0.725793103
dry,0.749105738,0.589007383,0.414283718,0.511916887,0.693432671
focused,0.764773215,0.611439376,0.447722609,0.53461459,0.714049131
morning,0.742380884,0.585472545,0.405961153,0.502172196,0.701904499
don,0.739662327,0.577597214,0.396258388,0.498297617,0.686913308
heroes,0.780869938,0.634443251,0.482094535,0.558403361,0.734457032
peoples,0.762841608,0.611417184,0.446363589,0.530836556,0.720840243
exceptional,0.766847904,0.61771261,0.455503385,0.536252546,0.72835408
versions,0.791744169,0.651585877,0.50689742,0.574140477,0.75318207
race,0.781442266,0.634787806,0.482942066,0.558712121,0.734846388
west,0.763628559,0.613205338,0.448827533,0.531021898,0.725484765
portraying,0.78022607,0.636793568,0.484095716,0.555028854,0.746810871
acceptable,0.812347975,0.674121009,0.544350517,0.610623453,0.752357182
term,0.747889541,0.587932647,0.412713387,0.508084074,0.697558269
unfortunate,0.749320361,0.591988822,0.41773837,0.510032103,0.705327414
field,0.757476034,0.600706714,0.432238421,0.521685761,0.707940033
protagonist,0.77307197,0.629698809,0.472040578,0.543093033,0.749166667
interview,0.776076692,0.631851329,0.476342563,0.54782786,0.746318422
heavily,0.758119903,0.596876118,0.429053942,0.522546973,0.695857659
rights,0.775718987,0.631739692,0.476006831,0.546989422,0.747567417
dying,0.763843182,0.611601365,0.447685677,0.529867482,0.723149694
chosen,0.758477608,0.601886792,0.434315933,0.521988137,0.710665553
fashioned,0.761339247,0.611912517,0.446251349,0.525474525,0.732386522
hated,0.787809415,0.641873943,0.494881285,0.566496164,0.740389972
advice,0.758191444,0.601978333,0.434252194,0.521207178,0.712374582
notes,0.754829017,0.599134402,0.429092293,0.515914585,0.714365411
designed,0.767205609,0.613263608,0.451925384,0.534161491,0.719866071
machine,0.770210331,0.614590833,0.455424519,0.539157895,0.714564732
occasional,0.743811704,0.58063005,0.402972342,0.500302725,0.691685268
paul,0.717699242,0.555430374,0.359723868,0.465533522,0.688355208
accident,0.744384032,0.588316626,0.411067009,0.500784621,0.712929349
page,0.772285019,0.619576909,0.461870962,0.541466472,0.724022346
trash,0.766704822,0.61774704,0.456058338,0.532108239,0.736239173
computer,0.798397482,0.652098765,0.512910179,0.583646409,0.738741259
saving,0.774288167,0.618362163,0.462257191,0.544640955,0.715165081
camp,0.767634855,0.618331375,0.457404946,0.532914726,0.736356003
brutal,0.804120761,0.666909976,0.531559202,0.589335627,0.768002242
fly,0.765345543,0.607467688,0.445179467,0.529964502,0.711522288
semi,0.742881671,0.574775201,0.396861032,0.497236438,0.680964396
learning,0.772571183,0.623475068,0.466144443,0.539565396,0.73828892
danger,0.770854199,0.615993286,0.457562078,0.537897822,0.720617111
remake,0.758835313,0.603831238,0.436958801,0.519619741,0.720617111
mature,0.757619116,0.60922722,0.441477494,0.517335945,0.740813464
seconds,0.760910001,0.603182142,0.437817718,0.522848909,0.712682379
paper,0.748032623,0.586813702,0.412498339,0.504132231,0.70193657
walks,0.748461869,0.585279547,0.41130388,0.5046786,0.69651881
friendly,0.765202461,0.610676157,0.448361323,0.528433587,0.723236864
bland,0.77807984,0.627253064,0.47395986,0.547743966,0.733764408
clich,0.774359708,0.629985922,0.473989847,0.540567747,0.754849592
description,0.746315639,0.585650853,0.410296535,0.50089946,0.704922644
dozen,0.751538131,0.593753655,0.422031277,0.508108108,0.71412493
stock,0.744169409,0.586780679,0.409979184,0.49774554,0.714607374
arrives,0.744813278,0.591174785,0.414834255,0.498646558,0.725865466
breath,0.766060953,0.604020344,0.442577157,0.529961751,0.70213964
rules,0.766633281,0.610367893,0.449204649,0.530082988,0.719313063
cutting,0.753183574,0.591522614,0.421036821,0.51031665,0.703463813
wind,0.744097868,0.581000351,0.4042,0.4973927,0.698394818
veteran,0.746315639,0.59043659,0.415226236,0.500195695,0.720405862
saved,0.753326656,0.589034565,0.418793969,0.51001032,0.697038082
unnecessary,0.765917871,0.605973025,0.444492847,0.528682496,0.709732017
trailers,0.796251252,0.652767618,0.512382982,0.574217074,0.756214689
commercial,0.76155387,0.603167044,0.438812824,0.52055076,0.71695443
sat,0.776792102,0.625360231,0.47163353,0.5425,0.738095238
skin,0.761410788,0.606582517,0.442250749,0.519184168,0.729361702
slight,0.751395049,0.585865809,0.414702251,0.504930156,0.697700823
handsome,0.772642724,0.623727208,0.46719201,0.53493095,0.747870528
club,0.741021605,0.579753889,0.401496003,0.490184531,0.709375
challenge,0.767849478,0.610771261,0.451103023,0.527996682,0.724324324
christmas,0.789097153,0.645075849,0.500053407,0.559056761,0.762379055
struggles,0.772499642,0.617972129,0.461526183,0.534719335,0.731929425
stated,0.766776363,0.606565291,0.446224848,0.526503247,0.715343012
convinced,0.767921019,0.607548996,0.448076927,0.527853689,0.715588487
americans,0.793389612,0.6486618,0.506723298,0.565909573,0.759760616
chase,0.774145085,0.618120237,0.462957015,0.536764706,0.728542914
proper,0.747245672,0.57622646,0.402712732,0.49638355,0.686678102
cliche,0.781799971,0.629404617,0.479682629,0.547221635,0.74063483
performed,0.754042066,0.586580087,0.417759476,0.506121602,0.697454961
visuals,0.810058664,0.666331532,0.536288488,0.594261376,0.758295195
mainstream,0.769852626,0.619154729,0.461234981,0.527856278,0.748640137
blame,0.759193018,0.595627102,0.430430681,0.513038079,0.709908362
underrated,0.758262985,0.61236664,0.446688322,0.510617945,0.764756447
dollars,0.773215052,0.614917396,0.459451355,0.53351602,0.725630734
accent,0.758406067,0.602565611,0.436920442,0.510978044,0.734155434
thankfully,0.758119903,0.587632638,0.421876554,0.511139402,0.691049914
shallow,0.777078266,0.618697993,0.466016672,0.53901919,0.726019529
selling,0.745027901,0.576520913,0.401836851,0.491491086,0.697126437
calling,0.754042066,0.58377724,0.41531638,0.504287806,0.693015234
train,0.741737015,0.576688555,0.399803567,0.487027134,0.706812302
factor,0.768994134,0.610071247,0.451860778,0.525921299,0.726279471
minds,0.764987838,0.603500302,0.44256265,0.519966722,0.719010641
qualities,0.758119903,0.589535025,0.423914326,0.510084034,0.698303135
join,0.746673344,0.577395871,0.40389958,0.493472052,0.695714697
market,0.744384032,0.573576799,0.398553969,0.490008157,0.691510791
greatly,0.768421806,0.609105181,0.450573679,0.52465155,0.725964306
handle,0.759550723,0.594913824,0.430304872,0.5117147,0.710420265
portray,0.772213478,0.613685999,0.457798565,0.530188679,0.728398618
proud,0.75003577,0.583054893,0.411983106,0.497657364,0.703831749
seeking,0.743597081,0.574952562,0.399503485,0.488512696,0.698559078
aged,0.75003577,0.589520677,0.418550973,0.49742268,0.723471742
praise,0.769280298,0.608663997,0.450856746,0.525345622,0.723391982
larger,0.766490199,0.603883495,0.444185949,0.521156263,0.717830352
nonsense,0.750608098,0.58181382,0.411294136,0.497640057,0.70025989
singing,0.796895121,0.644814212,0.506124911,0.568874172,0.744152469
covered,0.759407641,0.593595166,0.429136418,0.510178646,0.709621497
kills,0.794105022,0.649281014,0.508558724,0.561433087,0.769719734
spoilers,0.773644298,0.615832929,0.461150037,0.53087712,0.733159873
changing,0.768493347,0.606995385,0.448810829,0.523241206,0.722672065
boyfriend,0.763843182,0.607910678,0.446590303,0.515615555,0.740451389
explained,0.772499642,0.610102992,0.454738945,0.529249096,0.720115774
witness,0.76155387,0.5962447,0.43344273,0.512281432,0.71312663
prepared,0.76005151,0.593158661,0.429351554,0.510012516,0.708695652
closing,0.756045214,0.582414891,0.415934905,0.50402713,0.689675174
claim,0.751609672,0.583892617,0.414361761,0.49754902,0.70649652
punch,0.759550723,0.595304034,0.431208259,0.508851379,0.717145344
statement,0.768636429,0.607714702,0.449840529,0.522092539,0.726929774
community,0.775790528,0.617711637,0.464780204,0.532492114,0.73540517
blow,0.765059379,0.598827266,0.438669273,0.516217355,0.712914485
mere,0.760766919,0.591297971,0.428288198,0.509477675,0.704426325
par,0.761410788,0.594134112,0.431575787,0.510242475,0.711039907
excitement,0.783803119,0.620542441,0.473369682,0.545354226,0.719778619
awards,0.779939906,0.623408423,0.473533416,0.537357535,0.742274052
directly,0.749678066,0.574589666,0.40409609,0.492805005,0.688921283
cliches,0.783302332,0.632447519,0.484907201,0.541337765,0.760431865
stays,0.74567177,0.57215068,0.399043283,0.486691237,0.694014599
helping,0.754042066,0.58588292,0.418491145,0.498564986,0.710280374
served,0.75075118,0.578412391,0.408792616,0.493699649,0.698217937
dated,0.757046788,0.60234192,0.437175154,0.502638265,0.751387672
desperately,0.755258263,0.582142421,0.415606214,0.500104932,0.696376388
sake,0.772499642,0.605850273,0.451096713,0.525930708,0.714410991
shocked,0.766490199,0.600977995,0.442103557,0.516495062,0.718503362
chose,0.766418658,0.602556299,0.443744045,0.515625,0.724743777
encounter,0.754042066,0.587769784,0.42060133,0.497563946,0.717926186
legendary,0.772428101,0.617897898,0.463238297,0.523615635,0.753589218
marvelous,0.787165546,0.635461341,0.490788605,0.546124684,0.759742162
teenage,0.800472171,0.650018823,0.51446071,0.568481124,0.75886317
paying,0.771068822,0.603272998,0.447698521,0.522776107,0.713071512
leader,0.793604235,0.64237015,0.50214029,0.55636676,0.759824047
section,0.75718987,0.590096618,0.425123854,0.50164271,0.716422287
disaster,0.768207183,0.601671994,0.444205408,0.517774016,0.718016432
position,0.765703248,0.599780032,0.440610632,0.513926702,0.720070423
guilty,0.76727715,0.603437767,0.445357988,0.516055046,0.726445553
handled,0.749749607,0.573414634,0.403550239,0.489893728,0.691267274
primarily,0.749606525,0.577600772,0.407753752,0.489466148,0.704445099
prime,0.745957934,0.573658302,0.401384716,0.484289479,0.703474676
studios,0.774288167,0.616320078,0.463209857,0.524963746,0.746171967
influence,0.76155387,0.595067428,0.433361281,0.506305561,0.721567472
partner,0.763127772,0.597642484,0.437022754,0.508478081,0.72472738
brand,0.769924167,0.605785732,0.449795031,0.51835536,0.728693601
gonna,0.784446988,0.624548287,0.47841515,0.540785498,0.73901504
titles,0.737659179,0.562879962,0.385169495,0.472294459,0.696460177
practically,0.764558592,0.594654514,0.435041665,0.510467329,0.712094395
mission,0.789168694,0.630377524,0.487495745,0.548211169,0.741516672
humour,0.784446988,0.630895504,0.484804252,0.539267016,0.760035419
corny,0.772499642,0.617880317,0.463800499,0.520867099,0.759303012
spots,0.760123051,0.587119813,0.42461422,0.503272113,0.704491726
rolling,0.762412362,0.592365288,0.431414059,0.506613479,0.713061466
endless,0.761696952,0.588816196,0.427375778,0.505617978,0.704787234
likeable,0.779152955,0.617329862,0.467750651,0.531483458,0.736250739
historical,0.819001288,0.673969072,0.551592363,0.596623317,0.774355937
charge,0.760123051,0.588538471,0.426173292,0.502514669,0.71009772
till,0.766919445,0.592444333,0.43469879,0.512776094,0.701421801
extended,0.763843182,0.59201582,0.432234484,0.507630352,0.7100504
flawed,0.766919445,0.597181009,0.43949929,0.512086514,0.716192171
kinds,0.754471312,0.579411765,0.413366191,0.493528184,0.70148368
identity,0.762054657,0.592801175,0.431887104,0.504585244,0.718397626
friendship,0.781084561,0.625550661,0.477525616,0.532167395,0.758682102
south,0.768421806,0.605388273,0.448815168,0.513653289,0.737013951
lower,0.751251967,0.577367206,0.4092422,0.488683128,0.705375705
quirky,0.801688367,0.652370203,0.518308688,0.564453125,0.772727273
handed,0.756188296,0.582148112,0.417404193,0.495305654,0.705917336
combined,0.757332952,0.584720862,0.42075587,0.49698231,0.710080285
board,0.763127772,0.591486737,0.431414436,0.505482919,0.712756467
category,0.747174131,0.569654165,0.398915644,0.48206925,0.696130952
revenge,0.786664759,0.632033564,0.487918873,0.539839798,0.762202381
assume,0.751609672,0.576791809,0.409064826,0.488338493,0.704376302
cameo,0.757118329,0.593169563,0.429306216,0.496290355,0.737045861
basis,0.760623837,0.590753425,0.429117291,0.50124533,0.719178082
adaptation,0.816568894,0.672206597,0.548380321,0.588801792,0.783139708
listening,0.768994134,0.604337704,0.448424083,0.513001872,0.735241503
produce,0.755258263,0.581221692,0.416125368,0.492633326,0.708656716
garbage,0.780512234,0.622817802,0.474757922,0.529362591,0.756345178
provoking,0.785663185,0.62615423,0.481536932,0.537834941,0.749178859
park,0.749463443,0.570095753,0.401140358,0.483850802,0.693755602
offering,0.735298326,0.554216867,0.375846724,0.464365031,0.687182552
goofy,0.780798397,0.627069133,0.479288661,0.529061409,0.769644458
passing,0.73994849,0.560937311,0.385748295,0.470516717,0.69437799
minded,0.762913149,0.593274423,0.433471115,0.50301769,0.72300329
inevitable,0.763986264,0.596057304,0.436989352,0.504560531,0.728088543
struggling,0.762054657,0.592601666,0.432250369,0.501659063,0.723818073
spoil,0.771569609,0.60191996,0.447939582,0.515811966,0.722538162
releases,0.78172843,0.622634508,0.475556474,0.53034134,0.753818509
portrait,0.792101874,0.636295369,0.496200625,0.546431642,0.761533853
fortunately,0.752325082,0.575631282,0.408847383,0.486934882,0.70383693
ignore,0.758191444,0.578658689,0.415816394,0.49498827,0.696369637
teenagers,0.805909286,0.658699207,0.528012457,0.566912083,0.785950165
stellar,0.785806267,0.626217228,0.48202064,0.535897436,0.753153153
psychological,0.807053942,0.655335463,0.525479541,0.570157883,0.770432692
attempting,0.748104164,0.571289419,0.401889908,0.48024565,0.704927885
ball,0.762054657,0.594785575,0.434762959,0.500204918,0.733473558
carefully,0.755687509,0.581341179,0.417012338,0.490890269,0.712654043
judge,0.757762198,0.577910745,0.414897625,0.49371672,0.696723775
entertain,0.764272428,0.593360484,0.434888896,0.502718528,0.72387835
wear,0.745170983,0.565503781,0.39429937,0.475194752,0.698192771
references,0.772141937,0.604003481,0.450845501,0.514074074,0.732067511
western,0.804263843,0.644305772,0.512786861,0.5664,0.747060597
bond,0.76799256,0.596189765,0.440333622,0.507418398,0.722607908
raised,0.760123051,0.581972323,0.42088449,0.495436213,0.705135952
graphic,0.797181285,0.638162093,0.501928493,0.552486188,0.755287009
stops,0.745886393,0.566723591,0.396276559,0.475051125,0.702237001
ran,0.753684361,0.575305292,0.409996673,0.48593457,0.704957678
reminiscent,0.760266132,0.583157109,0.422277024,0.495141529,0.709228442
advantage,0.764200887,0.586656634,0.428421432,0.500749304,0.708144111
lighting,0.770496494,0.605896806,0.452022447,0.509714758,0.746820109
suggests,0.748891115,0.57111437,0.402803892,0.478697255,0.707752877
FALSE,0.754113607,0.576045393,0.411154533,0.485952133,0.707147184
throws,0.75003577,0.570022151,0.402571664,0.47940385,0.702883156
blown,0.770353413,0.595310136,0.441393264,0.508836207,0.717193196
risk,0.770496494,0.595766129,0.441965579,0.508934338,0.718322698
worry,0.76799256,0.59355809,0.438179199,0.504688832,0.720413751
pleasantly,0.777865217,0.609973621,0.461196498,0.519469405,0.738667478
letting,0.759479182,0.579644911,0.418700646,0.491414034,0.706491923
raw,0.775504364,0.608630581,0.45854178,0.514442336,0.745038168
drag,0.74996423,0.563288767,0.396132966,0.476633538,0.68845449
grows,0.769137216,0.596473678,0.442170707,0.504761905,0.72891198
locations,0.770782658,0.597689603,0.444500332,0.507030251,0.727828746
students,0.802046072,0.64264497,0.510296131,0.556101922,0.761089018
drug,0.81699814,0.663066386,0.540752518,0.582234559,0.769960232
caused,0.762913149,0.588322981,0.430015399,0.495086766,0.724823998
deleted,0.805623122,0.647005327,0.517080938,0.562076749,0.762167126
flying,0.789383317,0.622079589,0.481365994,0.535233046,0.742568189
media,0.785448562,0.618496375,0.47519403,0.528593172,0.745248314
conversation,0.77092574,0.594683544,0.441740577,0.50625,0.720552147
giant,0.778652168,0.608156028,0.460369271,0.517903365,0.736503067
item,0.776291315,0.608096253,0.45883301,0.513874179,0.744628607
stopped,0.765417084,0.587806411,0.431286753,0.497658578,0.717838502
enjoyment,0.76155387,0.583218707,0.424160837,0.491983122,0.715996316
hanging,0.750250393,0.570761097,0.404336969,0.476004922,0.712618975
structure,0.754471312,0.579720794,0.416182961,0.482077393,0.726965602
cop,0.800615253,0.639503298,0.506409781,0.55227882,0.759447005
evidence,0.782730004,0.609188007,0.464195894,0.523904382,0.727636028
families,0.796394334,0.638465447,0.502630702,0.544057155,0.772517676
complaint,0.779653742,0.61209068,0.465134404,0.518455302,0.747002767
noted,0.757476034,0.580860534,0.419324005,0.48563159,0.722546909
highlight,0.752110459,0.568116665,0.402921671,0.477577536,0.701015072
silent,0.768636429,0.594126506,0.439908093,0.501695634,0.728307692
essential,0.764487051,0.588397099,0.43144351,0.495577085,0.724
remind,0.753255115,0.568713267,0.404273227,0.479039393,0.699692308
steal,0.762698526,0.584179516,0.426096253,0.492496301,0.717806531
authentic,0.762197739,0.58830815,0.43000829,0.491922121,0.731669747
bloody,0.807268565,0.647843137,0.519336612,0.562542565,0.763636364
streets,0.78244384,0.613055096,0.468051143,0.522106632,0.742372881
explanation,0.772141937,0.594319195,0.442501015,0.506183554,0.71961752
execution,0.759836887,0.584581116,0.424899504,0.487714227,0.729462631
exact,0.77450279,0.597034007,0.446846282,0.509380454,0.721124151
account,0.773143511,0.597026306,0.446003159,0.507014893,0.725896168
routine,0.755973673,0.578003217,0.415802066,0.481947596,0.721878863
bet,0.751967377,0.566679165,0.401744178,0.47556115,0.700989487
gore,0.859421949,0.72597964,0.632665237,0.660995429,0.80513455
achieve,0.767062527,0.587430309,0.432458465,0.497424893,0.71720297
task,0.773429675,0.598249397,0.447505813,0.506987745,0.729579208
popcorn,0.794820432,0.632213388,0.495647098,0.539859834,0.762685644
planet,0.793318071,0.626502909,0.488910316,0.538085721,0.749690594
believed,0.769924167,0.593836827,0.440813301,0.501600171,0.727638502
william,0.736228359,0.557117117,0.3824177,0.455241461,0.717734448
random,0.767420232,0.590502582,0.435855991,0.497770227,0.725696594
claims,0.759765346,0.580145036,0.420479526,0.486577181,0.718266254
searching,0.749749607,0.567934783,0.401784273,0.472364907,0.711985135
skill,0.759193018,0.57903952,0.419013089,0.485630375,0.716940229
oddly,0.745528688,0.559722738,0.390789832,0.465993405,0.700650759
tiny,0.746101016,0.561472878,0.392967873,0.466817341,0.704277743
absurd,0.761053083,0.582708646,0.424016884,0.487968194,0.723100775
holes,0.778938332,0.60786802,0.460959641,0.514279579,0.743096494
doctor,0.778509086,0.60399079,0.456765605,0.513707572,0.732774674
frank,0.717484619,0.528927592,0.342333178,0.429318358,0.688723206
department,0.762412362,0.58231669,0.424654302,0.488912355,0.719838308
funniest,0.83066247,0.685113742,0.57260472,0.598419707,0.801182327
laughter,0.778366004,0.608739581,0.461706034,0.512112197,0.750311333
answers,0.783373873,0.611695306,0.467872836,0.520061055,0.74252802
downright,0.758978395,0.57606644,0.416252227,0.483217226,0.713084112
critic,0.787523251,0.616971885,0.475981385,0.525945471,0.746101061
weight,0.759836887,0.579586725,0.420507337,0.484100418,0.72199688
joe,0.736228359,0.553253362,0.379121852,0.452168746,0.712546816
views,0.767491773,0.593546773,0.439576037,0.495200334,0.740636704
ring,0.75075118,0.562311558,0.39722212,0.470464579,0.69871995
figures,0.755830591,0.567043004,0.405257559,0.477360103,0.698219306
glimpse,0.753040492,0.572136837,0.408839817,0.474019306,0.721475461
facts,0.798325941,0.632224397,0.498488452,0.542422207,0.757661038
perfection,0.790098727,0.622102009,0.482986757,0.528793519,0.755395683
bound,0.745385606,0.550574567,0.382010858,0.461668784,0.681889271
speed,0.768278724,0.58340836,0.429880693,0.495196507,0.709859155
closely,0.761410788,0.572819265,0.414793307,0.484717104,0.700062617
successfully,0.766060953,0.584075299,0.429253628,0.491543567,0.71952366
victims,0.8097725,0.651552876,0.52550129,0.55990991,0.779066123
eat,0.775790528,0.600560795,0.452159693,0.506122449,0.738326543
boss,0.781799971,0.611563933,0.467147057,0.51512551,0.752428706
seek,0.749034197,0.562156765,0.396326381,0.46702613,0.705956113
rip,0.760194592,0.579528349,0.421028047,0.482960485,0.724365005
haunting,0.80762627,0.648358834,0.520953159,0.555829596,0.777847505
peace,0.769924167,0.591359593,0.439187924,0.496903694,0.73015375
accomplished,0.746458721,0.558874782,0.391507809,0.462982058,0.704866562
notable,0.742452425,0.554565702,0.384756338,0.457253622,0.704495442
colorful,0.767491773,0.588086185,0.434525444,0.492359932,0.73001888
providing,0.751609672,0.560395037,0.396403716,0.468657349,0.696788413
hide,0.751609672,0.561948019,0.398025953,0.468743422,0.701417323
satisfied,0.770067249,0.588159918,0.436312299,0.495466321,0.723518285
tedious,0.759264559,0.57507261,0.416282082,0.479570345,0.718070009
figured,0.776148233,0.595579682,0.447733833,0.504378284,0.727043231
foreign,0.78244384,0.610178182,0.466559265,0.513816926,0.75102556
ruin,0.781799971,0.604409857,0.460271452,0.513102841,0.735247712
response,0.761339247,0.579106737,0.421924803,0.481636936,0.726036065
obsessed,0.764272428,0.583280637,0.427997951,0.485882849,0.729515976
monster,0.817427386,0.656897015,0.536316067,0.571061244,0.773101266
everyday,0.769351839,0.594567404,0.442730301,0.493322204,0.748101266
eyed,0.753040492,0.567851778,0.405347655,0.469759735,0.717721519
introduction,0.754685935,0.564239421,0.402692942,0.471037556,0.703422053
committed,0.765989412,0.58026434,0.42617675,0.486969632,0.717777778
melodrama,0.789955645,0.622330846,0.484000231,0.523140138,0.767936508
dressed,0.745886393,0.557107232,0.390245686,0.458632724,0.709431566
convince,0.765202461,0.573766234,0.419061361,0.485387827,0.701492537
sold,0.753970525,0.564407853,0.402600591,0.469447956,0.707526199
depressing,0.784947775,0.609914352,0.468244701,0.515577007,0.746505718
national,0.772785806,0.591563786,0.441990411,0.496867574,0.730854782
