,acc,f1,kappa,prec,recalls
confronts,0.619187294,0.243784628,0.104638493,0.150605582,0.639344262
dynamics,0.621548147,0.253246753,0.115598171,0.156217346,0.668405365
separated,0.649663757,0.253847326,0.119409238,0.159517426,0.621178225
glowing,0.657676349,0.25222691,0.118628486,0.159517691,0.602238806
windows,0.669194448,0.259923175,0.128696278,0.165444173,0.605970149
lays,0.626484476,0.241244005,0.102708949,0.149792456,0.619402985
sensibilities,0.642938904,0.245046135,0.108901884,0.153641882,0.604929052
unsatisfying,0.670339104,0.275699466,0.146612873,0.174596854,0.654966393
fierce,0.661539562,0.260896735,0.128919816,0.164954563,0.623599701
groundbreaking,0.664115038,0.247234247,0.113918214,0.157411188,0.575802838
tapes,0.652310774,0.246044058,0.111209556,0.155246672,0.592675635
legends,0.684289598,0.282088824,0.15562442,0.180286962,0.647982063
signed,0.678566319,0.247277601,0.11597305,0.159360829,0.551569507
define,0.637215625,0.247737724,0.111475013,0.154515174,0.624532536
cue,0.640864215,0.236153378,0.098830841,0.148233047,0.580403889
arthur,0.651094577,0.243993179,0.108847532,0.153891279,0.588631264
predict,0.659321791,0.260788575,0.128702204,0.164544564,0.628272251
depict,0.681857204,0.285163157,0.158911366,0.181576254,0.663922156
verge,0.619401917,0.242596811,0.103878648,0.14978903,0.637724551
symbol,0.653598512,0.256906077,0.123747419,0.161583012,0.626497006
hack,0.678423237,0.267557438,0.138847416,0.170970429,0.614981273
nationwide,0.661611103,0.281373443,0.15229134,0.176481799,0.693632959
blah,0.656388611,0.258223938,0.125730652,0.162614277,0.626686657
blues,0.645943626,0.241764976,0.106001743,0.151935298,0.591454273
shorts,0.642223494,0.23497017,0.098016935,0.147578786,0.576144036
overblown,0.698025469,0.278338177,0.153713235,0.180248007,0.610652663
divided,0.669265989,0.266772403,0.136968488,0.169147224,0.630907727
shaky,0.65488625,0.252093023,0.118750129,0.158882158,0.609902476
breakdown,0.632207755,0.25047383,0.114389565,0.155446978,0.644411103
witnesses,0.661181857,0.279586249,0.150400777,0.175348216,0.689422356
begs,0.65059379,0.252067381,0.118306211,0.158330127,0.617867868
conspiracy,0.714265274,0.314687714,0.196560768,0.203959075,0.688438438
sugar,0.620403491,0.238081562,0.099340643,0.147168472,0.62283997
tail,0.677135499,0.259313967,0.129791696,0.165896682,0.593538693
placing,0.658821004,0.246484437,0.113102289,0.156062425,0.586025545
repeating,0.648733724,0.235678705,0.099756226,0.148635382,0.568745304
screwed,0.636643297,0.246327348,0.110456858,0.153447957,0.62406015
admiration,0.652096151,0.261727645,0.129523898,0.163971847,0.648120301
patrick,0.645943626,0.230446276,0.093726564,0.145237162,0.557562077
indulgent,0.624839033,0.25021447,0.113705094,0.154457193,0.658389767
skillfully,0.643797396,0.253411306,0.119317089,0.1582397,0.635816403
perception,0.627271427,0.247979215,0.111517041,0.153392857,0.646837349
lavish,0.704249535,0.297416723,0.176215271,0.192054434,0.658885542
combining,0.679496351,0.254079254,0.124507494,0.163103891,0.574548193
nerves,0.645156675,0.239263804,0.103633866,0.150231125,0.587349398
australia,0.644012019,0.235872236,0.099777948,0.148119576,0.578749058
hung,0.645800544,0.230852882,0.094345616,0.145401174,0.55990957
smash,0.662612677,0.257556675,0.126327597,0.16278607,0.616428033
disastrous,0.660609529,0.249129471,0.116632752,0.157683831,0.593067069
chaotic,0.668335957,0.25776497,0.127264043,0.163651149,0.6066315
bell,0.613034769,0.217787419,0.076017596,0.134753042,0.567445365
contract,0.647445987,0.247863248,0.113746882,0.155376961,0.612368024
kane,0.650879954,0.245516388,0.11150361,0.154414625,0.598793363
reward,0.64122192,0.24620472,0.11118213,0.153745072,0.617647059
moore,0.656245529,0.235724511,0.101157776,0.149365047,0.558823529
populated,0.642366576,0.241080917,0.105540137,0.150921878,0.598793363
precise,0.647231364,0.255698113,0.122541368,0.15984148,0.638763198
matt,0.6354271,0.238721243,0.10229602,0.148789572,0.60347432
dismiss,0.628344541,0.234566082,0.09684943,0.145707487,0.601208459
basement,0.691443697,0.276463681,0.151491744,0.177662786,0.622826909
dan,0.634783231,0.230363335,0.092900888,0.143879473,0.577475435
chronicles,0.702818715,0.290884261,0.169199287,0.187830688,0.644478064
eddie,0.646015167,0.248252811,0.114380249,0.155323194,0.618003026
walter,0.659464873,0.248262792,0.116040872,0.156854919,0.595003785
lasts,0.664901989,0.244028405,0.111965508,0.155076923,0.572293717
hides,0.615610245,0.230780243,0.091640894,0.14227714,0.610606061
socially,0.592502504,0.239925274,0.099863279,0.145610625,0.681060606
invested,0.648161396,0.243849938,0.109849292,0.152970679,0.600757576
jazz,0.679567892,0.26609864,0.138676859,0.169732441,0.615617892
spotlight,0.671984547,0.258930015,0.129697974,0.164543961,0.607278241
zombie,0.774216626,0.363966143,0.261663595,0.247872632,0.684609553
grotesque,0.677850909,0.271712761,0.144735992,0.172697368,0.636846096
vehicles,0.700386321,0.271905424,0.147980673,0.176404241,0.592873389
boundaries,0.617541851,0.242346939,0.105204384,0.148980659,0.649202733
savage,0.654457004,0.261919315,0.131143301,0.16395638,0.650721336
turmoil,0.65202461,0.272727273,0.143042528,0.169800782,0.692482916
steel,0.672986121,0.255416192,0.126061852,0.162588138,0.595292331
cynicism,0.602017456,0.239507861,0.100625931,0.146024337,0.665653495
twilight,0.68085563,0.27357108,0.147439349,0.174093264,0.638297872
assumes,0.658463299,0.25031407,0.11865632,0.157759303,0.6056231
profession,0.604664473,0.246111869,0.108362873,0.149983372,0.685410334
closet,0.602518243,0.23407775,0.094606817,0.142953359,0.645627376
mega,0.670339104,0.252918288,0.123103217,0.160725325,0.593155894
cookie,0.637072543,0.254518736,0.121108124,0.157741348,0.658555133
parade,0.636428674,0.241492537,0.106351097,0.150232126,0.615209125
preparing,0.633495493,0.228580033,0.091489173,0.142508449,0.577186312
doc,0.731649735,0.300055981,0.184299342,0.198763906,0.611872146
amid,0.639290313,0.230933496,0.09486715,0.14441053,0.576103501
artistry,0.665402776,0.265661799,0.136948921,0.167325949,0.644325971
goers,0.681141794,0.254557618,0.12649193,0.163094728,0.579588728
border,0.661110316,0.247737018,0.116342234,0.156500803,0.594059406
bulk,0.653097725,0.248333592,0.116072039,0.155897236,0.610053313
greats,0.643439691,0.244619582,0.110903898,0.152667423,0.615091463
praised,0.646515954,0.252383114,0.120066741,0.157417894,0.636155606
yarn,0.680569466,0.276688806,0.151299402,0.175647882,0.651411137
canada,0.646372872,0.230421921,0.095366054,0.144757433,0.564454615
funeral,0.59944198,0.228894092,0.088837323,0.139663866,0.633867277
daddy,0.638145657,0.237104072,0.102050428,0.147744361,0.6
incidentally,0.654814709,0.238598706,0.105612299,0.150387905,0.577099237
cheating,0.607526112,0.236358575,0.098141282,0.14453524,0.648091603
bin,0.6469452,0.248515304,0.115940976,0.155192088,0.623376623
laced,0.62755759,0.239333723,0.103546098,0.14796748,0.625668449
resemble,0.679067105,0.255559243,0.127667189,0.163239347,0.588235294
replies,0.640792674,0.241196917,0.107035157,0.150339111,0.609625668
lane,0.631420804,0.218209408,0.08014762,0.136148457,0.549274255
uneasy,0.638574903,0.24235153,0.108096473,0.150774398,0.617265088
literal,0.673773072,0.264516129,0.137008181,0.167654876,0.626432391
seasoned,0.624338246,0.227680541,0.090161284,0.140957931,0.591743119
statements,0.686507369,0.266978923,0.141458306,0.170877944,0.610091743
loneliness,0.656817857,0.275268167,0.14720603,0.171530785,0.69648318
motivated,0.666833596,0.263482524,0.135185058,0.166068581,0.637337414
def,0.685005008,0.272351677,0.147338859,0.173693086,0.630451415
leonard,0.633710116,0.23673226,0.101434205,0.147009813,0.607498087
woven,0.658248676,0.257653458,0.127738559,0.161629947,0.634762634
owners,0.658892545,0.241247613,0.109415225,0.152269988,0.580398162
rates,0.65925025,0.23633157,0.103952821,0.149462584,0.56431853
chapters,0.682715696,0.265363591,0.139408379,0.169273035,0.613793103
pie,0.649019888,0.256215888,0.125186731,0.15970516,0.647509579
outlandish,0.676062384,0.272960822,0.147071352,0.172658948,0.651340996
jacket,0.635927887,0.2269482,0.090841094,0.141530883,0.572413793
bumbling,0.703319502,0.29412766,0.174257676,0.18901772,0.662576687
borders,0.648733724,0.235440673,0.101898675,0.147713951,0.579754601
rousing,0.717842324,0.304163726,0.187508999,0.197479954,0.661550269
fred,0.662469595,0.230593607,0.09819012,0.146407124,0.542594014
proportions,0.690728287,0.261908827,0.136776193,0.168423364,0.588641596
organization,0.697453141,0.293636212,0.17301144,0.18766012,0.674597084
civilization,0.718200029,0.307611179,0.191385031,0.199498404,0.671527245
bros,0.658177135,0.25622665,0.126390381,0.160710799,0.63161934
mediocrity,0.657962513,0.257031857,0.127357179,0.161114358,0.635176651
restraint,0.636571756,0.250516377,0.117727909,0.155040175,0.652073733
elite,0.672699957,0.256460263,0.128454208,0.162646877,0.605990783
scored,0.653383889,0.242376857,0.110479316,0.152139772,0.595695619
stare,0.652239233,0.248802349,0.11756263,0.155705996,0.618754804
blond,0.63328087,0.234239618,0.099136285,0.145373632,0.602613374
ample,0.676777794,0.245742905,0.117085663,0.156963105,0.565718678
circles,0.647589069,0.231513261,0.097810733,0.145177069,0.571208622
faint,0.641365002,0.245598194,0.112959036,0.152637486,0.62817552
sour,0.62033195,0.231426503,0.094934748,0.142500446,0.615562404
interior,0.659679496,0.259149665,0.130363523,0.162373146,0.641480339
dim,0.647302905,0.241071429,0.108689838,0.150605886,0.603700848
taut,0.733509801,0.341290893,0.231365087,0.221431849,0.744024672
curiously,0.653312348,0.241627543,0.110074217,0.151550844,0.595679012
fist,0.709472027,0.273394167,0.152786303,0.177922683,0.58996139
childs,0.700672485,0.281593407,0.160651113,0.181055421,0.633204633
gentleman,0.661253398,0.247098108,0.117293728,0.155555556,0.600463679
vocal,0.754113607,0.318190835,0.209385263,0.214037897,0.619783617
hackneyed,0.638789526,0.241322314,0.108331945,0.149785488,0.620556414
cowboy,0.751251967,0.298850575,0.187763261,0.20212766,0.573085847
crashing,0.685648877,0.25777027,0.132303363,0.164901664,0.590100541
survives,0.679281728,0.276818842,0.152853455,0.174852252,0.664086687
behave,0.613678638,0.229232087,0.092391054,0.140532027,0.621517028
trees,0.639004149,0.237994564,0.104793125,0.147842402,0.609907121
revolution,0.683216483,0.27027027,0.146096568,0.171655851,0.635166538
applaud,0.633853198,0.242226829,0.109119921,0.149734578,0.633617351
ominous,0.723494062,0.322998774,0.210154121,0.20864449,0.714728682
snappy,0.645872085,0.253618818,0.123272536,0.157431674,0.651937984
complications,0.633567034,0.254222481,0.12271032,0.156507709,0.676744186
nuance,0.651094577,0.262736206,0.134076011,0.163192488,0.673643411
neglected,0.612748605,0.228147726,0.091271239,0.139786825,0.620155039
arriving,0.644870511,0.228233831,0.094641586,0.142746013,0.568992248
illusion,0.656531693,0.249257232,0.119613504,0.156090873,0.618308766
revolutionary,0.687938189,0.264418212,0.140331337,0.16892911,0.608223429
orange,0.667620547,0.238360656,0.108714292,0.151112035,0.564003103
terrified,0.707325798,0.28265825,0.163285418,0.182559456,0.625776398
fade,0.65925025,0.240229702,0.109894904,0.151174463,0.584627329
abused,0.614394048,0.231755986,0.095696634,0.141934358,0.63121118
crashes,0.698383174,0.26780132,0.145638783,0.172444643,0.599067599
contribution,0.671841465,0.251346499,0.123989629,0.159058046,0.598755832
godfather,0.678924023,0.256953642,0.131116205,0.163230963,0.603421462
unusually,0.642008871,0.236962489,0.104590482,0.147354447,0.604669261
vividly,0.663757333,0.263784461,0.137059874,0.165130418,0.655252918
lyrics,0.80190299,0.351674081,0.256043736,0.251507033,0.584435798
visions,0.688653599,0.281848185,0.160180648,0.178848168,0.66459144
redeem,0.625196738,0.236853605,0.102860866,0.145672818,0.63317757
toned,0.670482186,0.247139588,0.119296629,0.156392222,0.588785047
hideous,0.698311633,0.265714783,0.143548483,0.1711146,0.59423676
readily,0.647302905,0.23872761,0.107230157,0.148882897,0.602024922
biography,0.766418658,0.339737108,0.235855365,0.229382851,0.654715511
historically,0.796680498,0.385114669,0.291103132,0.26654687,0.693686672
encountered,0.653598512,0.237480315,0.106613977,0.148806,0.587685113
toss,0.657604808,0.237655304,0.107263924,0.149349349,0.581449727
vampire,0.72621262,0.31329625,0.200286991,0.203496503,0.680436477
maturity,0.632207755,0.247621835,0.115872765,0.152404972,0.659906396
injured,0.649019888,0.241731066,0.110967658,0.15073246,0.609984399
additionally,0.674059236,0.248680739,0.121621906,0.157674613,0.588143526
installment,0.694806124,0.29347466,0.174231832,0.186251839,0.691647151
stumbled,0.653813135,0.236630383,0.10586413,0.148279953,0.585480094
notices,0.632994706,0.236152472,0.103120133,0.145906164,0.619047619
existing,0.679067105,0.252582473,0.126676191,0.160559204,0.591725215
danny,0.637001002,0.230045524,0.096658579,0.142776417,0.591725215
owes,0.661110316,0.237075213,0.10728396,0.149320349,0.575
triangle,0.667906711,0.25177305,0.124513412,0.158610885,0.61015625
insert,0.677278581,0.250041563,0.12370481,0.158817318,0.5875
frantic,0.67291458,0.252941176,0.126495389,0.159884321,0.605160281
longest,0.679138646,0.252126063,0.126343614,0.160237389,0.591086787
douglas,0.63471169,0.227300242,0.093520926,0.140927003,0.587177482
demonstrated,0.653884676,0.251083591,0.122346465,0.156503281,0.63458529
historic,0.741880097,0.322568532,0.213221313,0.212203557,0.672143975
transcends,0.642867363,0.240644965,0.109458775,0.149358006,0.618935837
concert,0.77450279,0.32707088,0.223871468,0.22489724,0.599374022
portions,0.671913006,0.244232037,0.116821638,0.154664997,0.580266249
entertains,0.680998712,0.256709452,0.131851234,0.163066497,0.602975724
wholesome,0.715982258,0.281057588,0.163646504,0.182760245,0.60815047
outfit,0.651094577,0.244695679,0.115057301,0.152480216,0.619122257
expectation,0.670911432,0.247628394,0.120578898,0.156469616,0.593260188
sean,0.656603234,0.245994345,0.117112359,0.153831041,0.613636364
spine,0.686650451,0.286644951,0.166108252,0.180883864,0.690196078
sights,0.635784805,0.228986824,0.09590019,0.141891892,0.592941176
authors,0.672270711,0.262675036,0.137639409,0.165249089,0.64
translate,0.645872085,0.237523105,0.106631927,0.147757762,0.605180534
observation,0.620975819,0.244438106,0.111973824,0.149355176,0.672684458
rescued,0.716411504,0.285250631,0.168497253,0.185159176,0.620879121
truely,0.682858778,0.254331371,0.129681909,0.161849711,0.593406593
divorce,0.62755759,0.253727064,0.123067469,0.155208699,0.69466248
admirably,0.671626842,0.259199484,0.133763862,0.163145063,0.630298273
seductive,0.665832022,0.266373488,0.14114165,0.166503043,0.665620094
virtue,0.650808413,0.237701078,0.107450542,0.14834308,0.597800471
establishing,0.661825726,0.242589329,0.114148986,0.152375201,0.594658288
ive,0.656817857,0.251754796,0.1238592,0.157065006,0.633935585
revelations,0.659751037,0.261490683,0.135181925,0.162925697,0.661949686
las,0.63256546,0.232286996,0.099567001,0.143410853,0.610849057
applies,0.629203033,0.223055014,0.088844348,0.137803297,0.58490566
wider,0.633209329,0.230064574,0.097130967,0.142194171,0.602201258
nations,0.765345543,0.338976219,0.235505893,0.227913279,0.661163522
pedestrian,0.646515954,0.243917368,0.114060854,0.151434543,0.626572327
woody,0.654242381,0.257717708,0.130364451,0.160145066,0.659591195
ads,0.678852482,0.259607455,0.135324054,0.164232053,0.619197482
rewarded,0.631063099,0.233843411,0.101264138,0.144139194,0.619197482
critically,0.645013593,0.239889706,0.109472224,0.148944265,0.616050354
glaring,0.685291172,0.257803273,0.134101627,0.164089347,0.601101495
eagerly,0.676062384,0.243820975,0.117379823,0.154759381,0.574350905
studying,0.665832022,0.257038333,0.130945097,0.16108453,0.635719906
traffic,0.655887824,0.249844042,0.12188236,0.155775963,0.630708661
melancholy,0.644369724,0.2660564,0.138926625,0.163728875,0.709448819
racist,0.638717985,0.23415226,0.102470182,0.145003757,0.607874016
thugs,0.740592359,0.318164724,0.208715259,0.208992095,0.666141732
cries,0.641508084,0.236244475,0.105198713,0.146447468,0.6107171
tomorrow,0.6628273,0.231032795,0.101697924,0.145679012,0.557919622
charges,0.653956217,0.24551552,0.116910612,0.153053287,0.620173365
dud,0.652954643,0.245684963,0.117082963,0.153011815,0.623028391
evoke,0.639719559,0.242706767,0.112373064,0.149944259,0.636435331
session,0.647517528,0.240480962,0.110670285,0.149453918,0.615141956
destroys,0.681427958,0.257214345,0.133217458,0.163105564,0.608044164
disguised,0.668908284,0.245762712,0.118947545,0.154889071,0.594637224
rightly,0.666261268,0.245755861,0.118720692,0.154534364,0.599842147
cartoons,0.781156102,0.335433413,0.234912147,0.231414868,0.609313339
eighties,0.644942052,0.237048424,0.106639781,0.147193585,0.608524073
sung,0.778437545,0.334979601,0.233879358,0.230088496,0.615627466
lethal,0.741737015,0.318353474,0.209304923,0.20923306,0.665351223
invasion,0.742738589,0.32406015,0.215746552,0.212681964,0.680347277
compassionate,0.639648018,0.261545228,0.133755768,0.160576058,0.704581359
males,0.589640864,0.219166894,0.081454885,0.132401316,0.635860979
bull,0.654814709,0.23739529,0.108172878,0.148389646,0.593206951
chased,0.68228645,0.275884559,0.154317997,0.173823711,0.668246445
article,0.667692088,0.242621882,0.115557887,0.15283484,0.588142292
manipulation,0.638932608,0.255055351,0.126468571,0.156805808,0.683003953
africa,0.679138646,0.25436409,0.130014126,0.161052632,0.604743083
escaping,0.649520675,0.238457951,0.108883659,0.148413313,0.606324111
rave,0.650379167,0.241737781,0.112652734,0.1503861,0.615810277
reminding,0.635498641,0.22954786,0.097527795,0.141895681,0.600474684
minority,0.67219917,0.247371879,0.121473698,0.156094527,0.595727848
meal,0.620904278,0.217397726,0.08252517,0.13362382,0.582739509
rejected,0.615180999,0.225262855,0.090855731,0.137676056,0.619160728
lens,0.643153527,0.24102252,0.11128486,0.149180637,0.627078385
assignment,0.697524682,0.265972222,0.145478547,0.17029791,0.606973059
mentor,0.647875233,0.244396684,0.115646737,0.15156131,0.630744849
stating,0.665188153,0.243452958,0.11654775,0.152893401,0.597145123
mate,0.639504936,0.236630814,0.106167744,0.146254682,0.619349722
dangers,0.677493204,0.262434555,0.139161004,0.165326737,0.636003172
gender,0.593003291,0.22630219,0.090319267,0.136572554,0.659793814
senseless,0.647517528,0.251557041,0.123741623,0.155580609,0.656621729
maximum,0.677564745,0.241373506,0.115685751,0.153205128,0.568596352
parental,0.627342968,0.24888248,0.118800495,0.152097286,0.684377478
louis,0.656531693,0.229497673,0.100061958,0.143834239,0.567460317
thier,0.672056088,0.247784706,0.122261222,0.156185354,0.599206349
anne,0.60015739,0.218649518,0.082354987,0.132699813,0.620634921
drivel,0.629489197,0.22759135,0.095111554,0.140128558,0.605555556
pairing,0.646730577,0.254753999,0.12743657,0.157257313,0.670373312
radical,0.665474317,0.253512133,0.128002094,0.158641359,0.630659253
convention,0.632207755,0.225169555,0.092748617,0.138950893,0.593328038
pristine,0.666475891,0.252165544,0.12660686,0.15798995,0.624305004
prisoner,0.681642581,0.273113362,0.151814513,0.171875,0.6645469
yep,0.672413793,0.254113048,0.129539497,0.159803319,0.620031797
percent,0.650093003,0.233265402,0.10384932,0.145255759,0.591885442
disgust,0.631063099,0.224627876,0.092216065,0.138487208,0.594272076
battling,0.690799828,0.260943912,0.139518153,0.166158537,0.607484076
nutshell,0.680641007,0.25425994,0.130835552,0.160887949,0.60589172
acquired,0.63685792,0.221949724,0.08987936,0.137433561,0.576433121
thematic,0.639218772,0.251447232,0.123262107,0.154533844,0.674363057
jennifer,0.616111032,0.228135788,0.094860247,0.139220506,0.631369427
strained,0.580268994,0.225069344,0.088529213,0.134895503,0.678884462
somber,0.63907569,0.249144218,0.12074943,0.15318448,0.666932271
gimmick,0.669623694,0.246409922,0.120877558,0.154935358,0.601593625
aftermath,0.666118186,0.26469198,0.140933368,0.16496465,0.669322709
buys,0.587780798,0.217119565,0.080203935,0.130854897,0.637161085
convenient,0.666833596,0.252367956,0.127308009,0.15798995,0.626794258
examine,0.619115753,0.246532692,0.116081979,0.149862354,0.694577352
girlfriends,0.624481328,0.230239038,0.098283166,0.141034854,0.626496409
capsule,0.654600086,0.232188295,0.10348816,0.144985104,0.582601756
deft,0.609171555,0.231969633,0.098873082,0.140784983,0.658419792
immature,0.634997854,0.249264273,0.120684634,0.15280534,0.675977654
prices,0.668335957,0.232958306,0.105892913,0.146942183,0.561851556
cliff,0.687795107,0.251201098,0.128639758,0.159965035,0.584664537
dismissed,0.660108742,0.235066817,0.107399753,0.147207098,0.583067093
gap,0.637215625,0.235489221,0.105494646,0.145140308,0.623801917
gordon,0.62319359,0.213058419,0.079019681,0.131018008,0.569944045
transferred,0.644298183,0.230102199,0.100248479,0.142692529,0.59392486
china,0.67720704,0.251493033,0.127853513,0.158643784,0.6064
attended,0.633924739,0.236382629,0.106368692,0.145294441,0.6336
acknowledge,0.631349263,0.227088646,0.095672371,0.139745246,0.6056
races,0.680998712,0.247172041,0.123490248,0.156644554,0.5856
chuck,0.674703105,0.257390168,0.134229695,0.16167419,0.630904724
increase,0.677135499,0.247457062,0.123431927,0.156276327,0.59407526
amusement,0.684647303,0.249829816,0.127058718,0.158599827,0.588141026
alcoholic,0.609672342,0.231549296,0.098930957,0.140464798,0.658653846
contest,0.641078838,0.228509918,0.0984133,0.141389153,0.595352564
unoriginal,0.658677922,0.269260224,0.145987375,0.166414237,0.70489174
advances,0.663113464,0.242073073,0.116004502,0.151429722,0.603047314
excellently,0.653741594,0.238035264,0.110482057,0.148090108,0.606255012
oldest,0.649449134,0.239366656,0.111528759,0.148411935,0.618283881
satirical,0.694877665,0.28379513,0.166255945,0.179443619,0.678170144
jewish,0.647231364,0.252539033,0.126177566,0.155671837,0.668539326
sweeping,0.705465732,0.282627635,0.166337953,0.180462839,0.651405622
elizabeth,0.622692803,0.225550661,0.093606864,0.138005391,0.61686747
glossy,0.63328087,0.239691486,0.110592749,0.146962532,0.649517685
amc,0.663900415,0.253574833,0.129214737,0.158019802,0.6414791
newest,0.689655172,0.254382949,0.133068489,0.161783997,0.594855305
supreme,0.661253398,0.245177746,0.119539601,0.152913104,0.618167203
advised,0.648876806,0.226355612,0.09716855,0.140784314,0.577170418
manhattan,0.605522965,0.230962343,0.098313524,0.139723253,0.665594855
lunch,0.611603949,0.223874196,0.090826357,0.136150235,0.629421222
embarrassment,0.636929461,0.238331082,0.109407032,0.146521498,0.638263666
distributor,0.601659751,0.209764405,0.074149697,0.127347923,0.594529364
wives,0.628487623,0.237556893,0.10784327,0.14529454,0.65084473
mtv,0.671769924,0.254952907,0.131782201,0.159682669,0.632045089
celebrate,0.606524539,0.215182648,0.080780457,0.130766563,0.607085346
blatantly,0.655458578,0.232387631,0.104795145,0.144872814,0.586956522
sport,0.752038918,0.296672078,0.188920796,0.198264171,0.589041096
misunderstood,0.638574903,0.239156627,0.110864406,0.147037037,0.640322581
flowing,0.653741594,0.23369221,0.1062538,0.145390071,0.59516129
stumble,0.634139362,0.232593037,0.103069,0.142883481,0.625
fighter,0.776792102,0.344813104,0.245852352,0.23310619,0.662096774
hyper,0.678280155,0.244074634,0.120566894,0.15417286,0.585483871
excellence,0.672270711,0.256934307,0.134308872,0.160779537,0.639225182
havoc,0.68371727,0.262552127,0.141863838,0.165475189,0.635189669
teachers,0.631563886,0.23816568,0.109188412,0.145806919,0.649717514
request,0.654385463,0.235238246,0.108141633,0.146317448,0.599677159
controversy,0.679710974,0.263287806,0.142226447,0.165357586,0.645682002
imaginable,0.647016741,0.228339068,0.099656217,0.141610087,0.589184826
openly,0.613607097,0.226992987,0.095007115,0.13796103,0.640032284
obsessive,0.646659036,0.241437567,0.114301121,0.14908953,0.634382567
appeals,0.687795107,0.258579681,0.137921913,0.163761567,0.614205004
immense,0.670553727,0.246933769,0.123042586,0.154808284,0.609854604
reporter,0.646015167,0.227357901,0.098547293,0.140921409,0.588045234
martial,0.797682072,0.366203496,0.273178702,0.253411911,0.65993538
panic,0.672699957,0.25476462,0.132020024,0.159559274,0.631663974
enlightening,0.66862212,0.26406101,0.141968454,0.164359177,0.671243942
blends,0.665545858,0.238475322,0.113135994,0.149326805,0.591754244
grounds,0.638861067,0.223384615,0.093564197,0.137917933,0.587378641
cook,0.61096008,0.215522216,0.082142381,0.131144663,0.604368932
sweat,0.656531693,0.24262502,0.116901209,0.150695669,0.622168285
mouthed,0.639862641,0.23308958,0.104642049,0.143554138,0.619433198
fixed,0.660466447,0.231292517,0.10473908,0.144563677,0.578137652
haunt,0.671769924,0.271746032,0.15115364,0.169002962,0.693117409
valid,0.685434254,0.25588086,0.134972429,0.161745828,0.612145749
imitation,0.645156675,0.235982748,0.108403603,0.145710481,0.620242915
illness,0.663399628,0.266562744,0.144492819,0.165057915,0.692307692
colour,0.679353269,0.253497668,0.131612089,0.159572237,0.616194332
ponder,0.663328087,0.246074976,0.12156125,0.153385261,0.621862348
faux,0.62970382,0.227001195,0.096938168,0.139143171,0.615883306
lawrence,0.66933753,0.238550247,0.113991804,0.149679553,0.587185726
canadian,0.615896409,0.210325048,0.077022909,0.128458498,0.579886456
ignorance,0.658105595,0.245857661,0.120950169,0.152625392,0.631792376
jungle,0.681356417,0.251931475,0.130268508,0.158864647,0.608272506
befriends,0.622263557,0.241815049,0.113138679,0.146894627,0.683441558
overacting,0.616754901,0.219892238,0.087965151,0.133984028,0.612824675
gene,0.682644155,0.25092874,0.129387064,0.158422175,0.603084416
lists,0.665474317,0.233944954,0.108603132,0.14652165,0.580016247
choreography,0.774932036,0.349731294,0.251430919,0.234543942,0.687246141
threads,0.651595364,0.24378882,0.118155946,0.15070071,0.637692933
concentrate,0.659464873,0.235955056,0.110198298,0.147029406,0.597075548
reports,0.681427958,0.255973266,0.135031364,0.161093586,0.622764228
disliked,0.664186579,0.240698803,0.116089656,0.150242326,0.604878049
rivals,0.671769924,0.241151174,0.117425516,0.151370432,0.592682927
resident,0.649449134,0.225908373,0.09801232,0.140196078,0.581300813
cultures,0.627629131,0.232866618,0.103725228,0.142214221,0.642276423
yard,0.621619688,0.220026545,0.088840738,0.134365994,0.606997559
airplane,0.700744026,0.279910484,0.164004802,0.177510917,0.661513426
principle,0.641293461,0.228140394,0.099789734,0.140687298,0.602929211
ebert,0.67291458,0.249753856,0.127231185,0.156423433,0.619202604
evocative,0.645657462,0.256864216,0.132527891,0.157439765,0.697068404
origin,0.683931893,0.260214334,0.140208822,0.163785835,0.632736156
grady,0.656030906,0.27612165,0.155117905,0.169375693,0.746742671
overbearing,0.610673916,0.223901882,0.092353171,0.135719225,0.639250814
weekly,0.644942052,0.23962004,0.113199477,0.14754717,0.637326813
overwhelmed,0.662469595,0.247527911,0.123804472,0.153876661,0.632436838
relying,0.671769924,0.241151174,0.117686991,0.151276198,0.594132029
silicon,0.663041923,0.267496112,0.146205975,0.165289256,0.700896496
reflected,0.63399628,0.232292917,0.104039651,0.14233174,0.63132137
strict,0.632708542,0.225641026,0.096451012,0.138415988,0.610114192
excels,0.644584347,0.231673368,0.104349581,0.142938931,0.610929853
spinning,0.667620547,0.234596376,0.110008183,0.146985962,0.580750408
cure,0.65202461,0.238810642,0.11307861,0.147753679,0.622349103
factors,0.66497353,0.244067797,0.120378552,0.152112676,0.617142857
relates,0.622406639,0.229938722,0.100449457,0.139989341,0.643265306
buzz,0.646372872,0.237544347,0.111195306,0.146443515,0.628571429
ranging,0.666833596,0.239176605,0.115118483,0.149509804,0.59755102
fodder,0.672986121,0.250041017,0.127906196,0.156468172,0.622040816
awaiting,0.670124481,0.242981448,0.119808184,0.152044381,0.604575163
australian,0.646802118,0.220924728,0.092721458,0.136905926,0.571895425
wheel,0.666618973,0.237315876,0.113107922,0.148383135,0.592320261
milk,0.642366576,0.218050993,0.089060488,0.134842329,0.569444444
lip,0.654743168,0.229811682,0.103471016,0.142800476,0.588235294
toys,0.726069538,0.279586077,0.167417548,0.181573803,0.607522486
lock,0.657890972,0.248349576,0.124613541,0.153726406,0.645952576
